InitialGene	Selection	GeneType	GeneID	Symbol Name	Input Gene ID	Gene Aliases
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855788	POP2	POP2	[CAF1, YNR052C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855828	GAL4	GAL4	[GAL81, YPL248C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855913	POS5	POS5	[YPL188W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856040	VPS28	VPS28	[VPL13, VPT28, YPL065W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856062	VPS16	VPS16	[CVT15, SVL6, VAM9, VPT16, YPL045W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856188	TKL1	TKL1	[YPR074C]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	856221	ISR1	ISR1	[YPR106W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856287	KRE6	KRE6	[CWH48, YPR159W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856289	GPH1	GPH1	[YPR160W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856358	RIM101	RIM101	[RIM1, YHL027W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856360	SNF6	SNF6	[YHL025W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856583	STB5	STB5	[YHR178W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	856657	MAK10	MAK10	[NAA35, YEL053C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856659	VMA8	VMA8	[YEL051W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856740	SBH2	SBH2	[SEB2, YER019C-A]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856748	CHO1	CHO1	[PSS1, YER026C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856817	GET2	GET2	[HUR2, RMD7, YER083C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856899	BEM2	BEM2	[IPL2, SUP9, TSL1, YER155C]
false	Cluster #1: Not functionally annotated IDs	protein_coding	YDR417C	-	YDR417C	[]
false	Cluster #1: Not functionally annotated IDs	protein_coding	YPL205C	-	YPL205C	[]
false	Cluster #1: IDs not found!	-	-	-	VPS61	-
