NAME	negative regulation of transcription from RNA polymerase II promoter	Golgi membrane	mitotic cytokinesis	response to reactive oxygen species	fungal-type vacuole membrane	carbon catabolite regulation of transcription from RNA polymerase II promoter	nuclear chromatin	Swr1 complex	RNA polymerase II regulatory region sequence-specific DNA binding	RNA polymerase II transcription factor activity, sequence-specific DNA binding	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	core promoter proximal region sequence-specific DNA binding	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	double-stranded DNA binding	iron ion binding	endosome	late endosome	Golgi apparatus	trans-Golgi network	microtubule	monosaccharide metabolic process	cellular glucan metabolic process	chromatin remodeling	transcription, DNA-templated	regulation of transcription, DNA-templated	regulation of transcription from RNA polymerase II promoter	transcription from RNA polymerase II promoter	protein targeting	ergosterol biosynthetic process	NADP metabolic process	intracellular protein transport	intra-Golgi vesicle-mediated transport	post-Golgi vesicle-mediated transport	endocytosis	response to oxidative stress	vacuolar transport	microtubule binding	cytoskeletal protein binding	zinc ion binding	lipid biosynthetic process	positive regulation of macromolecule biosynthetic process	negative regulation of macromolecule metabolic process	positive regulation of gene expression	negative regulation of gene expression	regulation of cell communication	organophosphate ester transport	ATP transport	vesicle-mediated transport	endosomal transport	cytosolic transport	Golgi transport complex	Rab GTPase binding	integral component of endoplasmic reticulum membrane	nuclear migration along microtubule	regulation of cellular pH	positive regulation of cellular biosynthetic process	cytoplasmic vesicle	cellular response to nutrient levels	cellular response to nutrient	organelle subcompartment	CVT pathway	maintenance of protein location in cell	late endosome to vacuole transport via multivesicular body sorting pathway	protein localization to organelle	protein localization to Golgi apparatus	ESCRT complex	retrograde transport, endosome to Golgi	protein homodimerization activity	ubiquitin binding	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	histone exchange	positive regulation of GTPase activity	sequence-specific DNA binding	regulation of transcription from RNA polymerase II promoter in response to stress	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	cellular carbohydrate metabolic process	Golgi apparatus part	single-organism carbohydrate metabolic process	carbon catabolite repression of transcription	late endosome to vacuole transport	positive regulation of nucleobase-containing compound metabolic process	positive regulation of transcription from RNA polymerase II promoter	carbon catabolite activation of transcription	transition metal ion binding	protein heterodimerization activity	protein dimerization activity	Golgi vesicle transport	organelle fusion	regulation of response to stimulus	SWI/SNF superfamily-type complex	cellular response to chemical stimulus	cellular response to abiotic stimulus	cellular response to pH	establishment of protein localization to organelle	regulation of cellular response to stress	establishment of protein localization to membrane	bounding membrane of organelle	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	negative regulation of intracellular signal transduction
chromatin remodeling	-0.08974358974359013	-0.09630266552020675	-0.06370875995449499	-0.05198019801980114	-0.08227228207639603	-0.07368421052631516	0.8443223443223443	0.8210526315789474	0.011627906976743901	-0.11989459815546762	-0.1021069692058344	0.035656401944895035	-0.1021069692058344	0.0906230333543107	-0.05198019801980114	-0.11191860465116261	-0.07368421052631516	-0.12940496822645872	-0.05198019801980114	-0.06370875995449499	-0.07368421052631516	-0.06370875995449499	1.0	0.2477876106194692	0.2588071154516916	0.00807899461400357	0.00807899461400357	-0.12650602409638612	-0.08227228207639603	-0.06370875995449499	-0.13683127572016474	-0.07368421052631516	-0.07368421052631516	-0.08227228207639603	-0.08227228207639603	-0.12650602409638612	-0.05198019801980114	-0.08227228207639603	-0.1233480176211459	-0.1021069692058344	-0.03773584905660372	0.0566037735849054	-0.031195840554592638	0.0906230333543107	-0.08227228207639603	-0.08227228207639603	-0.07368421052631516	-0.13683127572016474	-0.11191860465116261	-0.08974358974359013	-0.05198019801980114	-0.05198019801980114	-0.06370875995449499	-0.05198019801980114	-0.05198019801980114	-0.03773584905660372	-0.1233480176211459	-0.11191860465116261	-0.09630266552020675	-0.08227228207639603	-0.08227228207639603	-0.05198019801980114	-0.06370875995449499	-0.13454351308061946	-0.05198019801980114	-0.06370875995449499	-0.06370875995449499	-0.05198019801980114	-0.05198019801980114	-0.06370875995449499	0.8210526315789474	-0.07368421052631516	0.0783132530120484	-0.07368421052631516	-0.05198019801980114	0.0498710232158203	-0.1233480176211459	0.011627906976743901	-0.05198019801980114	-0.08227228207639603	-0.031195840554592638	-0.02409638554216855	-0.06370875995449499	-0.1320754716981138	0.15841584158415845	0.08423114593535733	-0.11191860465116261	-0.07368421052631516	-0.1021069692058344	0.916748285994123	-0.12940496822645872	-0.07368421052631516	-0.05198019801980114	-0.12650602409638612	-0.08227228207639603	-0.07368421052631516	-0.14911921343711623	-0.06370875995449499	-0.05198019801980114
transcription, DNA-templated	0.2477876106194692	-0.12106865065945227	-0.03262755987504326	0.04961565338923859	-0.13566289825282654	0.17931034482758623	0.2477876106194692	0.17931034482758623	0.3795620437956204	0.4429882044560943	0.3145161290322579	0.3145161290322579	0.3145161290322579	0.41875610550309356	-0.06918238993710672	-0.12806901128068968	-0.05517241379310375	-0.28497909295593427	-0.06918238993710672	-0.0916348490107601	0.06206896551724123	0.026379729260673557	0.2477876106194692	1.0	0.9750952241429828	0.7378161628624305	0.7378161628624305	-0.15533980582524307	-0.13566289825282654	-0.03262755987504326	-0.18130132659507273	-0.11379310344827596	-0.11379310344827596	-0.13566289825282654	0.0972935936964712	-0.15533980582524307	-0.06918238993710672	-0.13566289825282654	0.4741126668837511	-0.1995967741935481	0.4565217391304348	0.3478260869565216	0.4805403666773883	0.41875610550309356	-0.07742377526550204	0.039054470709146694	0.06206896551724123	-0.3423878711307644	-0.07166556071665542	-0.0993873383253914	-0.06918238993710672	-0.00978336827393435	-0.0916348490107601	-0.06918238993710672	-0.06918238993710672	0.4565217391304348	-0.13480950830348443	0.3231585932315862	0.28136624957727413	-0.13566289825282654	-0.019184652278177533	0.04961565338923859	0.026379729260673557	-0.16142357801080404	-0.00978336827393435	0.026379729260673557	-0.03262755987504326	-0.00978336827393435	-0.00978336827393435	0.026379729260673557	0.17931034482758623	-0.05517241379310375	0.5048543689320389	0.17931034482758623	0.10901467505241075	0.05140344944200211	-0.2455226310647998	0.097544790975448	0.10901467505241075	-0.019184652278177533	0.4805403666773883	0.5048543689320389	0.14439430753210697	0.4021739130434781	-0.00978336827393435	-0.019184652278177533	-0.240875912408759	-0.11379310344827596	0.028897849462365555	0.2137718396711202	0.3711804438726278	0.003448275862069018	0.04961565338923859	-0.15533980582524307	0.039054470709146694	-0.11379310344827596	-0.3140345559260382	0.14439430753210697	-0.06918238993710672
regulation of transcription, DNA-templated	0.2588071154516916	-0.1184210526315789	-0.030670470756062718	0.053180021559468056	-0.13492621222768802	0.18761061946902657	0.2588071154516916	0.18761061946902657	0.3951202982039985	0.4604076177748079	0.32794774836713647	0.32794774836713647	0.32794774836713647	0.435965494359655	-0.06899029823931012	-0.12334801762114532	-0.05309734513274361	-0.2794502617801048	-0.06899029823931012	-0.09129814550641942	0.0672566371681415	0.02995720399429398	0.2588071154516916	0.9750952241429828	1.0	0.7611614111770214	0.7611614111770214	-0.1482701812191103	-0.13492621222768802	-0.030670470756062718	-0.17184995190766256	-0.11327433628318588	-0.11327433628318588	-0.13492621222768802	0.10400562192550918	-0.1482701812191103	-0.06899029823931012	-0.13492621222768802	0.435965494359655	-0.1980061876933655	0.4751381215469614	0.3646408839779005	0.49934554973822004	0.435965494359655	-0.07519325368938888	0.04427266338721001	0.0672566371681415	-0.335363898685476	-0.06574042697390729	-0.09696546913149662	-0.06899029823931012	-0.007905138339920894	-0.09129814550641942	-0.06899029823931012	-0.06899029823931012	0.4751381215469614	-0.1280690112806903	0.3375127075567605	0.2936288088642659	-0.13492621222768802	-0.01546029515108943	0.053180021559468056	0.02995720399429398	-0.15235635894125255	-0.007905138339920894	0.02995720399429398	-0.030670470756062718	-0.007905138339920894	-0.007905138339920894	0.02995720399429398	0.18761061946902657	-0.05309734513274361	0.5238879736408568	0.18761061946902657	0.11426518145885727	0.058171745152354785	-0.240875912408759	0.10708234496780733	0.11426518145885727	-0.01546029515108943	0.49934554973822004	0.5238879736408568	0.15121255349500737	0.3646408839779005	-0.007905138339920894	-0.01546029515108943	-0.23856319891562192	-0.11327433628318588	0.03575111722241341	0.22347153900210806	0.3880890052356021	0.007079646017699223	0.053180021559468056	-0.1482701812191103	0.04427266338721001	-0.11327433628318588	-0.30128597672994506	0.15121255349500737	-0.06899029823931012
regulation of transcription from RNA polymerase II promoter	0.38958707360861766	-0.16232906925452123	-0.006631927996210351	0.015444015444014686	-0.12608497030607602	0.2883720930232557	0.00807899461400357	-0.10697674418604665	0.5721476510067112	0.6547522339561331	0.4839549002601906	0.4839549002601906	0.4839549002601906	0.6261495401839264	-0.06660231660231627	-0.06963087248322161	-0.027906976744186483	-0.28538193098100006	-0.06660231660231627	-0.0871624822359073	0.05116279069767445	-0.006631927996210351	0.00807899461400357	0.7378161628624305	0.7611614111770214	1.0	1.0	-0.13779527559055105	-0.12608497030607602	-0.0871624822359073	-0.1980712166172107	-0.10697674418604665	-0.10697674418604665	-0.12608497030607602	0.10689812699862926	-0.13779527559055105	-0.06660231660231627	-0.12608497030607602	0.6261495401839264	-0.1795316565481352	0.6753246753246755	0.28571428571428564	0.7033734005428462	0.3542582966813274	-0.04842393787117451	0.10689812699862926	0.1302325581395347	-0.3241839762611274	-0.06963087248322161	-0.14452423698384226	-0.06660231660231627	-0.06660231660231627	-0.0871624822359073	-0.06660231660231627	-0.06660231660231627	0.6753246753246755	-0.12155137944822095	0.3582214765100669	0.36259373621526253	-0.12608497030607602	-0.04842393787117451	0.09749034749034759	0.07389862624348623	-0.11968385397064382	0.015444015444014686	0.07389862624348623	-0.0871624822359073	0.015444015444014686	0.015444015444014686	0.07389862624348623	-0.10697674418604665	-0.10697674418604665	0.7322834645669292	0.2883720930232557	0.17953667953667968	0.062637847375386	-0.25749700119951985	0.07298657718120778	0.09749034749034759	0.029237094563727386	0.7033734005428462	0.7322834645669292	0.23495973472287998	0.5454545454545455	0.015444015444014686	0.029237094563727386	-0.21224832214765135	-0.10697674418604665	0.11535125758889826	-0.04842393787117451	0.5056223342380767	0.05116279069767445	0.09749034749034759	-0.13779527559055105	0.10689812699862926	-0.10697674418604665	-0.23105422701246203	0.23495973472287998	-0.06660231660231627
transcription from RNA polymerase II promoter	0.38958707360861766	-0.16232906925452123	-0.006631927996210351	0.015444015444014686	-0.12608497030607602	0.2883720930232557	0.00807899461400357	-0.10697674418604665	0.5721476510067112	0.6547522339561331	0.4839549002601906	0.4839549002601906	0.4839549002601906	0.6261495401839264	-0.06660231660231627	-0.06963087248322161	-0.027906976744186483	-0.28538193098100006	-0.06660231660231627	-0.0871624822359073	0.05116279069767445	-0.006631927996210351	0.00807899461400357	0.7378161628624305	0.7611614111770214	1.0	1.0	-0.13779527559055105	-0.12608497030607602	-0.0871624822359073	-0.1980712166172107	-0.10697674418604665	-0.10697674418604665	-0.12608497030607602	0.10689812699862926	-0.13779527559055105	-0.06660231660231627	-0.12608497030607602	0.6261495401839264	-0.1795316565481352	0.6753246753246755	0.28571428571428564	0.7033734005428462	0.3542582966813274	-0.04842393787117451	0.10689812699862926	0.1302325581395347	-0.3241839762611274	-0.06963087248322161	-0.14452423698384226	-0.06660231660231627	-0.06660231660231627	-0.0871624822359073	-0.06660231660231627	-0.06660231660231627	0.6753246753246755	-0.12155137944822095	0.3582214765100669	0.36259373621526253	-0.12608497030607602	-0.04842393787117451	0.09749034749034759	0.07389862624348623	-0.11968385397064382	0.015444015444014686	0.07389862624348623	-0.0871624822359073	0.015444015444014686	0.015444015444014686	0.07389862624348623	-0.10697674418604665	-0.10697674418604665	0.7322834645669292	0.2883720930232557	0.17953667953667968	0.062637847375386	-0.25749700119951985	0.07298657718120778	0.09749034749034759	0.029237094563727386	0.7033734005428462	0.7322834645669292	0.23495973472287998	0.5454545454545455	0.015444015444014686	0.029237094563727386	-0.21224832214765135	-0.10697674418604665	0.11535125758889826	-0.04842393787117451	0.5056223342380767	0.05116279069767445	0.09749034749034759	-0.13779527559055105	0.10689812699862926	-0.10697674418604665	-0.23105422701246203	0.23495973472287998	-0.06660231660231627
protein targeting	0.0783132530120484	0.15743440233236153	-0.08026755852842828	-0.062499999999999827	0.2056074766355141	0.12258064516129015	-0.12650602409638612	-0.09677419354838757	-0.17553191489361716	-0.19597989949748715	-0.1525423728813555	-0.1525423728813555	-0.1525423728813555	-0.20537897310513448	-0.062499999999999827	0.4574468085106385	0.3419354838709679	0.17169373549884023	0.1736111111111115	0.03344481605351167	-0.09677419354838757	-0.08026755852842828	-0.12650602409638612	-0.15533980582524307	-0.1482701812191103	-0.13779527559055105	-0.13779527559055105	1.0	-0.11214953271028005	-0.08026755852842828	0.8534482758620691	0.3419354838709679	0.3419354838709679	0.2056074766355141	-0.11214953271028005	0.919047619047619	0.05555555555555531	0.09968847352024972	-0.12224938875305609	-0.1525423728813555	-0.23076923076923067	0.07692307692307698	-0.22273781902552164	0.04400977995110051	-0.11214953271028005	0.31152647975077913	0.3419354838709679	0.3405172413793101	0.3670212765957446	0.0783132530120484	0.291666666666667	-0.062499999999999827	-0.08026755852842828	-0.062499999999999827	-0.062499999999999827	-0.23076923076923067	0.3765281173594132	0.0957446808510636	0.0583090379008746	0.2056074766355141	0.5233644859813085	0.1736111111111115	0.37458193979933135	0.8874172185430464	0.291666666666667	0.37458193979933135	-0.08026755852842828	0.05555555555555531	0.291666666666667	0.37458193979933135	-0.09677419354838757	0.12258064516129015	-0.21428571428571458	-0.09677419354838757	-0.062499999999999827	-0.1399416909620994	0.2102689486552568	-0.17553191489361716	0.1736111111111115	0.5233644859813085	-0.22273781902552164	-0.21428571428571458	-0.08026755852842828	-0.1538461538461536	-0.062499999999999827	-0.006230529595015167	0.4574468085106385	0.12258064516129015	-0.1525423728813555	-0.11214953271028005	-0.06496519721577675	-0.09677419354838757	-0.062499999999999827	1.0	-0.11214953271028005	0.3419354838709679	0.46580406654343814	-0.08026755852842828	-0.062499999999999827
ergosterol biosynthetic process	-0.08227228207639603	-0.08775137111517292	-0.05985037406483844	-0.04938271604938261	-0.07594936708860645	-0.06857142857142774	-0.08227228207639603	-0.06857142857142774	-0.1005331302361005	-0.10692254969156968	-0.09254498714652853	-0.09254498714652853	-0.09254498714652853	-0.1096605744125325	0.41700960219478833	-0.1005331302361005	-0.06857142857142774	-0.11442193087008348	-0.04938271604938261	-0.05985037406483844	-0.06857142857142774	-0.05985037406483844	-0.08227228207639603	-0.13566289825282654	-0.13492621222768802	-0.12608497030607602	-0.12608497030607602	-0.11214953271028005	1.0	-0.05985037406483844	-0.12018977332630469	-0.06857142857142774	-0.06857142857142774	-0.07594936708860645	-0.07594936708860645	-0.11214953271028005	-0.04938271604938261	-0.07594936708860645	-0.1096605744125325	0.7814910025706941	-0.11650485436893238	-0.11650485436893238	-0.11442193087008348	-0.1096605744125325	-0.07594936708860645	-0.07594936708860645	-0.06857142857142774	-0.12018977332630469	-0.1005331302361005	-0.08227228207639603	-0.04938271604938261	-0.04938271604938261	0.36408977556109734	-0.04938271604938261	-0.04938271604938261	-0.11650485436893238	-0.1096605744125325	-0.1005331302361005	-0.08775137111517292	-0.07594936708860645	-0.07594936708860645	-0.04938271604938261	-0.05985037406483844	-0.11842105263157862	-0.04938271604938261	-0.05985037406483844	-0.05985037406483844	-0.04938271604938261	-0.04938271604938261	-0.05985037406483844	-0.06857142857142774	-0.06857142857142774	-0.11214953271028005	-0.06857142857142774	-0.04938271604938261	-0.08775137111517292	-0.1096605744125325	-0.1005331302361005	-0.04938271604938261	-0.07594936708860645	-0.11442193087008348	-0.11214953271028005	-0.05985037406483844	0.07766990291262085	-0.04938271604938261	-0.07594936708860645	-0.1005331302361005	-0.06857142857142774	-0.09254498714652853	-0.07594936708860645	-0.11442193087008348	-0.06857142857142774	-0.04938271604938261	-0.11214953271028005	-0.07594936708860645	-0.06857142857142774	-0.12956810631229249	-0.05985037406483844	-0.04938271604938261
NADP metabolic process	-0.06370875995449499	-0.06694560669455976	-0.04938271604938143	0.2556917688266199	-0.05985037406483844	-0.05517241379310436	-0.06370875995449499	-0.05517241379310436	-0.07413647851726989	-0.07755406413124587	-0.06969990319457788	-0.06969990319457788	-0.06969990319457788	-0.07898448519040874	-0.042031523642729475	-0.07413647851726989	-0.05517241379310436	-0.08142493638676845	-0.042031523642729475	-0.04938271604938143	0.41379310344827563	-0.04938271604938143	-0.06370875995449499	-0.03262755987504326	-0.030670470756062718	-0.0871624822359073	-0.0871624822359073	-0.08026755852842828	-0.05985037406483844	1.0	-0.08430393788130809	-0.05517241379310436	-0.05517241379310436	-0.05985037406483844	0.36408977556109734	-0.08026755852842828	-0.042031523642729475	-0.05985037406483844	-0.07898448519040874	-0.06969990319457788	-0.0824742268041236	0.020618556701031132	-0.08142493638676845	0.04090267983074683	-0.05985037406483844	-0.05985037406483844	-0.05517241379310436	-0.08430393788130809	-0.07413647851726989	-0.06370875995449499	-0.042031523642729475	-0.042031523642729475	-0.04938271604938143	-0.042031523642729475	-0.042031523642729475	-0.0824742268041236	-0.07898448519040874	0.0690817186183656	0.11087866108786551	-0.05985037406483844	-0.05985037406483844	-0.042031523642729475	-0.04938271604938143	-0.08342989571263065	-0.042031523642729475	-0.04938271604938143	-0.04938271604938143	-0.042031523642729475	-0.042031523642729475	-0.04938271604938143	-0.05517241379310436	-0.05517241379310436	-0.08026755852842828	-0.05517241379310436	-0.042031523642729475	0.11087866108786551	-0.07898448519040874	0.21229991575400234	0.2556917688266199	-0.05985037406483844	-0.08142493638676845	-0.08026755852842828	-0.04938271604938143	-0.0824742268041236	-0.042031523642729475	-0.05985037406483844	-0.07413647851726989	-0.05517241379310436	-0.06969990319457788	-0.05985037406483844	0.13486005089058545	-0.05517241379310436	-0.042031523642729475	-0.08026755852842828	-0.05985037406483844	-0.05517241379310436	-0.08881298035866765	-0.04938271604938143	-0.042031523642729475
intracellular protein transport	0.03806584362139887	0.18884982420893998	-0.08430393788130809	-0.06492027334851935	0.14865577227200838	0.08108108108108145	-0.13683127572016474	-0.10270270270270253	-0.196060037523452	-0.22192273135669374	-0.16781157998037285	-0.16781157998037285	-0.16781157998037285	-0.23405191377034784	-0.06492027334851935	0.44183864915572246	0.35675675675675694	0.389522602450359	0.22551252847380437	0.009983361064891822	-0.10270270270270253	-0.08430393788130809	-0.13683127572016474	-0.18130132659507273	-0.17184995190766256	-0.1980712166172107	-0.1980712166172107	0.8534482758620691	-0.12018977332630469	-0.08430393788130809	1.0	0.35675675675675694	0.2648648648648653	0.23827095413811286	-0.12018977332630469	0.7801724137931032	0.03189066059225524	0.05904059040590427	-0.1592608886933573	-0.16781157998037285	-0.26760563380281666	0.01408450704225367	-0.25686523024926033	-0.009678838539375567	-0.12018977332630469	0.3278861360042175	0.2648648648648653	0.5255183413078147	0.44183864915572246	0.21296296296296294	0.22551252847380437	0.12870159453302982	-0.08430393788130809	-0.06492027334851935	-0.06492027334851935	-0.26760563380281666	0.36427628684557845	0.04315196998123833	0.01808136614766445	0.3278861360042175	0.4175013178703214	0.12870159453302982	0.292845257903494	0.758228362454287	0.22551252847380437	0.292845257903494	0.1042706600110931	0.03189066059225524	0.22551252847380437	0.292845257903494	-0.10270270270270253	0.2648648648648653	-0.24568965517241415	-0.10270270270270253	-0.06492027334851935	-0.15268709191361154	0.36427628684557845	-0.196060037523452	0.12870159453302982	0.4175013178703214	-0.25686523024926033	-0.24568965517241415	-0.08430393788130809	-0.1971830985915494	-0.06492027334851935	-0.03057459146020062	0.44183864915572246	0.17297297297297298	-0.16781157998037285	-0.12018977332630469	-0.1132234896493447	-0.10270270270270253	-0.06492027334851935	0.8534482758620691	-0.12018977332630469	0.2648648648648653	0.490659146986253	-0.08430393788130809	-0.06492027334851935
intra-Golgi vesicle-mediated transport	-0.07368421052631516	0.4195121951219512	-0.05517241379310436	-0.04615384615384689	-0.06857142857142774	-0.062500000000001	-0.07368421052631516	-0.062500000000001	-0.08800000000000008	-0.09285714285714315	-0.08181818181818161	-0.08181818181818161	-0.08181818181818161	-0.09491525423728854	-0.04615384615384689	-0.08800000000000008	-0.062500000000001	0.424615384615385	0.21538461538461487	-0.05517241379310436	-0.062500000000001	-0.05517241379310436	-0.07368421052631516	-0.11379310344827596	-0.11327433628318588	-0.10697674418604665	-0.10697674418604665	0.3419354838709679	-0.06857142857142774	-0.05517241379310436	0.35675675675675694	1.0	0.1499999999999994	0.12571428571428572	-0.06857142857142774	0.3419354838709679	-0.04615384615384689	-0.06857142857142774	-0.09491525423728854	-0.08181818181818161	-0.09999999999999962	-0.09999999999999962	-0.09846153846153795	-0.09491525423728854	-0.06857142857142774	-0.06857142857142774	-0.062500000000001	0.35675675675675694	0.04799999999999945	0.10526315789473675	0.738461538461538	-0.04615384615384689	-0.05517241379310436	-0.04615384615384689	-0.04615384615384689	-0.09999999999999962	-0.09491525423728854	-0.08800000000000008	-0.07804878048780448	0.12571428571428572	0.5142857142857145	-0.04615384615384689	-0.05517241379310436	0.28169014084507055	0.21538461538461487	-0.05517241379310436	0.17931034482758568	-0.04615384615384689	-0.04615384615384689	-0.05517241379310436	-0.062500000000001	-0.062500000000001	-0.09677419354838757	-0.062500000000001	-0.04615384615384689	-0.07804878048780448	0.36610169491525435	-0.08800000000000008	-0.04615384615384689	-0.06857142857142774	-0.09846153846153795	-0.09677419354838757	-0.05517241379310436	-0.09999999999999962	-0.04615384615384689	-0.06857142857142774	0.5920000000000001	-0.062500000000001	-0.08181818181818161	-0.06857142857142774	-0.09846153846153795	-0.062500000000001	-0.04615384615384689	0.3419354838709679	-0.06857142857142774	0.1499999999999994	0.10526315789473645	-0.05517241379310436	-0.04615384615384689
post-Golgi vesicle-mediated transport	-0.07368421052631516	-0.07804878048780448	-0.05517241379310436	-0.04615384615384689	0.12571428571428572	-0.062500000000001	-0.07368421052631516	-0.062500000000001	-0.08800000000000008	-0.09285714285714315	-0.08181818181818161	-0.08181818181818161	-0.08181818181818161	-0.09491525423728854	-0.04615384615384689	0.3199999999999998	-0.062500000000001	0.21538461538461562	0.47692307692307717	-0.05517241379310436	-0.062500000000001	-0.05517241379310436	-0.07368421052631516	-0.11379310344827596	-0.11327433628318588	-0.10697674418604665	-0.10697674418604665	0.3419354838709679	-0.06857142857142774	-0.05517241379310436	0.2648648648648653	0.1499999999999994	1.0	0.320000000000001	-0.06857142857142774	0.4516129032258062	-0.04615384615384689	0.12571428571428572	-0.09491525423728854	-0.08181818181818161	-0.09999999999999962	-0.09999999999999962	-0.09846153846153795	-0.09491525423728854	-0.06857142857142774	-0.06857142857142774	-0.062500000000001	0.35675675675675694	0.3199999999999998	0.4631578947368424	-0.04615384615384689	0.21538461538461487	-0.05517241379310436	-0.04615384615384689	-0.04615384615384689	-0.09999999999999962	0.25084745762711824	-0.08800000000000008	-0.07804878048780448	0.320000000000001	0.12571428571428572	-0.04615384615384689	0.17931034482758568	0.28169014084507055	0.21538461538461487	-0.05517241379310436	0.17931034482758568	-0.04615384615384689	0.21538461538461487	-0.05517241379310436	-0.062500000000001	0.1499999999999994	-0.09677419354838757	-0.062500000000001	-0.04615384615384689	-0.07804878048780448	0.25084745762711824	-0.08800000000000008	-0.04615384615384689	0.320000000000001	-0.09846153846153795	-0.09677419354838757	-0.05517241379310436	-0.09999999999999962	-0.04615384615384689	-0.06857142857142774	0.5920000000000001	0.3624999999999998	-0.08181818181818161	-0.06857142857142774	-0.09846153846153795	-0.062500000000001	-0.04615384615384689	0.3419354838709679	-0.06857142857142774	0.1499999999999994	0.10526315789473645	-0.05517241379310436	-0.04615384615384689
endocytosis	-0.08227228207639603	-0.08775137111517292	0.1521197007481286	-0.04938271604938261	0.10337552742615992	-0.06857142857142774	-0.08227228207639603	-0.06857142857142774	-0.1005331302361005	-0.10692254969156968	-0.09254498714652853	-0.09254498714652853	-0.09254498714652853	-0.1096605744125325	-0.04938271604938261	0.4173648134044169	0.320000000000001	0.2908224076281283	0.6502057613168725	0.1521197007481286	-0.06857142857142774	-0.05985037406483844	-0.08227228207639603	-0.13566289825282654	-0.13492621222768802	-0.12608497030607602	-0.12608497030607602	0.2056074766355141	-0.07594936708860645	-0.05985037406483844	0.23827095413811286	0.12571428571428572	0.320000000000001	1.0	-0.07594936708860645	0.2056074766355141	0.18381344307270167	0.2827004219409281	-0.1096605744125325	-0.09254498714652853	-0.11650485436893238	-0.11650485436893238	-0.11442193087008348	-0.1096605744125325	-0.07594936708860645	0.10337552742615992	-0.06857142857142774	0.4175013178703214	-0.1005331302361005	-0.08227228207639603	-0.04938271604938261	-0.04938271604938261	-0.05985037406483844	-0.04938271604938261	-0.04938271604938261	-0.11650485436893238	0.3342036553524802	-0.1005331302361005	-0.08775137111517292	0.6413502109704636	0.10337552742615992	0.18381344307270167	-0.05985037406483844	0.16118421052631593	0.41700960219478833	-0.05985037406483844	-0.05985037406483844	-0.04938271604938261	-0.04938271604938261	-0.05985037406483844	-0.06857142857142774	-0.06857142857142774	-0.11214953271028005	-0.06857142857142774	-0.04938271604938261	-0.08775137111517292	0.22323759791122674	-0.1005331302361005	-0.04938271604938261	-0.07594936708860645	-0.11442193087008348	-0.11214953271028005	-0.05985037406483844	-0.11650485436893238	-0.04938271604938261	-0.07594936708860645	0.1584158415841582	0.12571428571428572	-0.09254498714652853	-0.07594936708860645	-0.11442193087008348	-0.06857142857142774	-0.04938271604938261	0.2056074766355141	-0.07594936708860645	0.12571428571428572	0.1528239202657803	-0.05985037406483844	-0.04938271604938261
response to oxidative stress	-0.08227228207639603	-0.08775137111517292	-0.05985037406483844	0.6502057613168725	-0.07594936708860645	-0.06857142857142774	-0.08227228207639603	-0.06857142857142774	0.028941355674028536	0.1261137765592869	0.05312767780634077	0.05312767780634077	0.05312767780634077	0.0013054830287198098	-0.04938271604938261	-0.1005331302361005	-0.06857142857142774	-0.11442193087008348	-0.04938271604938261	-0.05985037406483844	0.12571428571428572	-0.05985037406483844	-0.08227228207639603	0.0972935936964712	0.10400562192550918	0.10689812699862926	0.10689812699862926	-0.11214953271028005	-0.07594936708860645	0.36408977556109734	-0.12018977332630469	-0.06857142857142774	-0.06857142857142774	-0.07594936708860645	1.0	-0.11214953271028005	-0.04938271604938261	-0.07594936708860645	0.11227154046997374	-0.09254498714652853	0.07766990291262085	-0.019417475728156015	0.08820023837902283	0.0013054830287198098	0.2827004219409281	-0.07594936708860645	-0.06857142857142774	-0.12018977332630469	-0.1005331302361005	-0.08227228207639603	-0.04938271604938261	-0.04938271604938261	-0.05985037406483844	-0.04938271604938261	-0.04938271604938261	0.07766990291262085	-0.1096605744125325	0.1584158415841582	0.06764168190127982	-0.07594936708860645	-0.07594936708860645	-0.04938271604938261	-0.05985037406483844	-0.11842105263157862	-0.04938271604938261	-0.05985037406483844	-0.05985037406483844	0.18381344307270167	-0.04938271604938261	-0.05985037406483844	-0.06857142857142774	-0.06857142857142774	0.09968847352024972	0.5142857142857145	0.6502057613168725	-0.08775137111517292	-0.1096605744125325	0.028941355674028536	0.18381344307270167	-0.07594936708860645	-0.013110846245530787	-0.006230529595015167	-0.05985037406483844	0.07766990291262085	-0.04938271604938261	0.10337552742615992	-0.1005331302361005	-0.06857142857142774	0.19880034275921213	-0.07594936708860645	0.4934445768772346	0.12571428571428572	0.18381344307270167	-0.11214953271028005	0.2827004219409281	-0.06857142857142774	-0.12956810631229249	-0.05985037406483844	-0.04938271604938261
