NAME	mannosyltransferase activity	carbon catabolite regulation of transcription from RNA polymerase II promoter	carbon catabolite activation of transcription from RNA polymerase II promoter	mitochondrial RNA metabolic process	transcription regulatory region sequence-specific DNA binding	RNA polymerase II regulatory region sequence-specific DNA binding	RNA polymerase II transcription factor activity, sequence-specific DNA binding	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	core promoter proximal region sequence-specific DNA binding	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	nucleic acid binding	DNA binding	mitochondrion	mitochondrial matrix	organic acid metabolic process	transcription, DNA-templated	regulation of transcription, DNA-templated	regulation of transcription from RNA polymerase II promoter	transcription from RNA polymerase II promoter	protein glycosylation	lipid metabolic process	water-soluble vitamin metabolic process	cellular ion homeostasis	cellular metal ion homeostasis	mitochondrion organization	zinc ion binding	lipid biosynthetic process	macromolecule biosynthetic process	response to extracellular stimulus	gene expression	regulation of gene expression	positive regulation of macromolecule biosynthetic process	regulation of cellular ketone metabolic process	positive regulation of macromolecule metabolic process	positive regulation of gene expression	positive regulation of mitochondrion organization	proton-transporting two-sector ATPase complex	vacuolar proton-transporting V-type ATPase complex	transferase activity, transferring glycosyl groups	heterocycle biosynthetic process	regulation of lipid metabolic process	regulation of nucleobase-containing compound metabolic process	regulation of metabolic process	aromatic compound biosynthetic process	cellular homeostasis	carboxylic acid metabolic process	cation-transporting ATPase activity	integral component of Golgi membrane	organelle membrane	regulation of cellular biosynthetic process	positive regulation of cellular biosynthetic process	positive regulation of cellular catabolic process	cellular response to extracellular stimulus	organelle subcompartment	mitochondrial translation	RNA biosynthetic process	cellular response to oxidative stress	cellular macromolecule biosynthetic process	nucleobase-containing compound biosynthetic process	SPOTS complex	cellular response to decreased oxygen levels	cellular ketone metabolic process	mitochondrial nucleoid	sequence-specific DNA binding	regulation of transcription from RNA polymerase II promoter in response to stress	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	cellular biosynthetic process	cellular nitrogen compound biosynthetic process	mitochondrial part	cytoplasmic part	mitochondrial membrane part	single-organism biosynthetic process	positive regulation of cellular amino acid metabolic process	positive regulation of lipid metabolic process	positive regulation of transcription, DNA-templated	positive regulation of nucleobase-containing compound metabolic process	positive regulation of transcription from RNA polymerase II promoter	metal ion binding	transition metal ion binding	positive regulation of cellular process	chemical homeostasis	regulation of cellular process	regulation of nitrogen compound metabolic process	positive regulation of nitrogen compound metabolic process	tRNA aminoacylation for mitochondrial protein translation	cellular response to chemical stimulus	cellular response to pH	monocarboxylic acid biosynthetic process	regulation of cellular ketone metabolic process by regulation of transcription from RNA polymerase II promoter	mitochondrial respiratory chain complex III biogenesis	organic cyclic compound biosynthetic process	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	organic substance biosynthetic process	regulation of cellular macromolecule biosynthetic process
cellular metal ion homeostasis	-0.03733084461035961	-0.04565837749694234	-0.03733084461035961	-0.04177545691905866	-0.06794903822133425	-0.06498781478472843	-0.07459963511047997	-0.06652806652806606	-0.06498781478472843	-0.06331260599208571	-0.018484288354898157	-0.08144377602961578	-0.0043149946062567	0.012987012987014407	-0.07779578606158877	-0.08530083777608502	-0.08494108507056865	-0.08243780362137465	-0.08334506546529592	-0.04565837749694234	0.004923903312442711	-0.04177545691905866	0.7881040892193308	1.0	-0.008254716981132849	-0.07162041181736861	0.03335217637083205	-0.04046242774566474	-0.061483890038428364	-0.03735632183908063	-0.01115697869017043	-0.07976071784646019	-0.04177545691905866	-0.02869042110134237	-0.07976071784646019	-0.03219315895372127	0.12225851609892503	0.16039279869067188	-0.052117263843647656	-0.08824777259227824	-0.04177545691905866	-0.041888804265041185	0.00946128596254108	-0.08824777259227824	0.6444906444906446	-0.07629219912263906	0.2558746736292438	-0.03733084461035961	0.036677454153181965	-0.014234875444840192	-0.08091024020227612	-0.03219315895372127	-0.05727302310445733	-0.04907975460122796	-0.054832076764907964	-0.08564670733225453	0.07166123778501561	-0.03894687646050795	-0.08773853915332314	-0.026186579378069674	-0.026186579378069674	-0.052117263843647656	0.13983903420523064	-0.07268007787151175	-0.04907975460122796	-0.03733084461035961	-0.033387183629510035	-0.03735632183908063	0.021090689966857184	0.028864690251654272	0.03960981377475432	-0.03209185926689164	-0.026186579378069674	-0.03219315895372127	-0.07779578606158877	-0.018570427470217563	-0.0754716981132077	0.11866235167206007	0.04964801778436464	-0.03367875647668456	0.6758732737611693	-0.007693566868554578	0.02057700466694924	-0.02869042110134237	-0.026186579378069674	-0.018570427470217563	-0.026186579378069674	-0.04565837749694234	-0.026186579378069674	-0.026186579378069674	-0.08872458410351182	-0.04565837749694234	-0.033387183629510035	-0.00953678474114457
mitochondrion organization	-0.050858232676414934	-0.06767371601208436	-0.050858232676414934	0.3643122676579929	-0.13171912832929836	-0.12102874432677752	-0.10990913024664603	-0.0701581027667992	-0.12102874432677752	-0.1153450051493302	0.14070351758793959	-0.02646085997794902	0.6274509803921567	0.6752136752136755	0.055757575757576096	-0.14368932038834956	-0.17776320104952464	-0.1591152336782017	-0.16568457538994819	-0.06767371601208436	-0.09414990859232253	0.011152416356877881	-0.041935483870968515	-0.008254716981132849	1.0	-0.09414990859232253	-0.056642636457259594	0.03389830508474576	-0.10941609679116304	0.12916666666666643	-0.06336985490079979	-0.009237875288683514	-0.059479553903345125	0.0154355016538036	-0.009237875288683514	0.25587467362924277	-0.050858232676414934	-0.032193158953722004	-0.08290155440414555	-0.1400000000000001	-0.059479553903345125	-0.14368932038834956	-0.06513614522156984	-0.1400000000000001	-0.013833992094861889	0.07104053489343912	0.011152416356877881	-0.050858232676414934	0.13071895424836608	-0.0711188204683434	-0.02089552238806005	-0.04177545691906013	-0.0967564595931829	-0.008254716981132849	0.551181102362205	-0.11050782497604587	-0.08290155440414555	0.04179918218991368	-0.13399648917495588	-0.032193158953722004	0.044265593561369214	-0.08290155440414555	0.25587467362924277	-0.15074024226110364	-0.0754716981132077	-0.050858232676414934	-0.03980099502487564	0.050000000000000024	0.6698044895003622	0.147295742232451	0.37033140452393437	-0.11844452372458096	-0.032193158953722004	-0.04177545691906013	-0.12848484848484812	-0.08744038155802897	-0.11479591836734772	-0.0466853408029881	-0.07723911257189796	-0.002109704641350953	-0.06354009077155762	-0.0759792354884379	-0.04228571428571408	0.0154355016538036	0.1971830985915502	-0.1327503974562806	0.044265593561369214	0.07009063444108778	-0.032193158953722004	0.1971830985915502	-0.1457286432160802	-0.06767371601208436	-0.03980099502487564	-0.05935251798561158
zinc ion binding	-0.04907975460122741	0.25086465298593447	0.28662576687116526	-0.05706134094151264	0.4852133876394545	0.5236768802228412	0.707601430125913	0.5039883973894127	0.4601671309192207	0.6094404263418352	0.3481989708404805	0.5803951956605965	-0.11980676328502442	-0.06542056074766289	0.1888745148771023	0.4633490248823135	0.47480377658969364	0.5514053716427236	0.5242530543123258	-0.06456075628314559	0.03741721854304576	-0.05706134094151264	-0.09615384615384563	-0.07162041181736861	-0.09414990859232253	1.0	0.023601065854587298	0.258522727272727	0.4325590474331447	0.2549019607843138	0.3917064742351864	0.48816326530612264	0.2681883024251066	0.44788841534289037	0.48816326530612264	-0.04056795131845878	-0.04907975460122741	-0.031471282454760295	-0.07827788649706527	0.3649335418295541	0.024251069900142933	0.4633490248823135	0.3171174441822474	0.3649335418295541	-0.11602610587382141	0.15713218820014907	-0.05706134094151264	-0.04907975460122741	-0.08309178743961416	0.373626373626374	0.46085128744088294	0.132860040567951	0.3316190084344788	-0.07162041181736861	-0.012262156448202301	0.45222578150889226	0.14481409001956885	0.26978801281073683	0.38254764292878674	-0.031471282454760295	0.14791502753737185	0.21917808219178023	-0.04056795131845878	0.47350510452114686	0.3111011638316909	0.20269938650306643	0.15485996705107075	0.2549019607843138	-0.1292862585725165	-0.13784149310251556	-0.10150302557095404	-0.003997501561523918	0.2376081825334388	0.046146044624745294	0.5329883570504524	0.517494356659142	0.5831809872029249	0.5410628019323669	0.849692352768825	0.4115044247787611	-0.11142061281337015	0.2937251787132648	0.3649335418295541	0.44788841534289037	-0.031471282454760295	0.4209932279909704	0.05822187254130663	0.01429559603412517	0.05822187254130663	-0.031471282454760295	0.3481989708404805	0.25086465298593447	0.15485996705107075	0.4011124845488256
lipid biosynthetic process	-0.04503055644901717	0.04300441826214991	-0.04503055644901717	-0.051660516605166934	-0.027772020725387956	-0.017184401850627962	-0.053140946683089836	-0.02263989747970852	-0.017184401850627962	-0.011373976342128925	-0.08185053380782903	-0.03374103753690408	-0.026503567787971583	-0.03260869565217357	0.09784172661870558	-0.05857142857142853	-0.05619474385369964	-0.040005406135963664	-0.04580351333767057	0.04300441826214991	0.8047202131709175	-0.051660516605166934	0.0014598540145995779	0.03335217637083205	-0.056642636457259594	0.023601065854587298	1.0	0.02005730659025812	0.07524100634846048	-0.07801418439716287	-0.07318370386129104	-0.07450628366247711	0.05350553505535065	-0.08182201602699316	-0.07450628366247711	-0.0377612946729601	-0.04503055644901717	-0.029755579171093876	-0.06845965770170982	-0.07853509664293003	0.4741697416974166	-0.05857142857142853	0.008046407185628898	-0.07853509664293003	0.050405809483127145	0.11191154297202216	-0.051660516605166934	0.06497266001929947	-0.0652395514780833	0.02911117993186772	0.01865136298421846	-0.0377612946729601	0.008570708343836478	0.03335217637083205	0.016213389121339117	-0.060868547348706274	-0.06845965770170982	-0.02789765721331664	-0.07502095557418262	0.333687566418703	0.09139213602550429	0.11735941320293529	-0.0377612946729601	-0.04558087826570315	-0.06331260599208571	-0.04503055644901717	0.1218053289831431	-0.05106382978723407	-0.03693495038588759	0.046923934391421965	-0.08558664472137242	0.5146641438032168	-0.029755579171093876	0.30815913688469404	-0.06618705035971209	-0.06908408877774265	-0.056642636457259594	0.0509683995922527	0.1047120418848166	0.002386634844869142	0.058162590879048834	-0.02015478877781338	0.025839267548321585	0.014339940953184029	-0.029755579171093876	-0.015629884338855513	-0.029755579171093876	0.34521354933726095	0.09139213602550429	-0.029755579171093876	-0.01423487544483972	-0.05773195876288588	0.1218053289831431	-0.07128969539857448
macromolecule biosynthetic process	0.07256894049346856	0.10130246020260515	0.07256894049346856	0.034782608695652174	0.24251069900142633	0.21459227467811182	0.3253182461103255	0.22857142857142856	0.21459227467811182	0.20057306590257878	0.4634146341463416	0.4100418410041839	-0.1728395061728395	0.05128205128205128	0.07594936708860758	0.5785123966942148	0.5655172413793101	0.48678720445062607	0.5131761442441052	0.10130246020260515	0.053977272727272485	-0.04347826086956496	-0.08620689655172414	-0.04046242774566474	0.03389830508474576	0.258522727272727	0.02005730659025812	1.0	0.1606886657101865	0.6666666666666666	0.6439290586630285	0.42016806722689076	0.08695652173913043	0.4100418410041839	0.42016806722689076	0.05813953488372093	-0.05805515239477503	-0.034934497816593885	0.051948051948051945	0.5597826086956522	0.060869565217391536	0.553719008264463	0.6118598382749327	0.5597826086956522	-0.10571428571428583	0.07334273624823695	-0.06956521739130435	0.04644412191582002	-0.2716049382716049	0.6693877551020407	0.42178770949720645	0.05813953488372093	0.13237410071942443	0.011560693641618497	0.1440922190201729	0.5914718019257224	0.02597402597402573	0.9762532981530343	0.5831062670299727	0.017467248908296942	0.0436681222707426	0.07792207792207768	-0.020348837209302573	0.29787234042553173	0.11560693641618497	0.07256894049346856	0.7356321839080459	0.7619047619047619	-0.1281337047353759	-0.22778473091364204	-0.09756097560975609	-0.013908205841446452	0.0436681222707426	0.03197674418604626	0.37974683544303817	0.3679775280898874	0.3389830508474576	0.1728395061728395	0.18873239436619738	0.4	-0.09442060085836909	0.49867374005305026	0.657608695652174	0.4100418410041839	0.0436681222707426	0.21629213483146043	0.0436681222707426	-0.0028943560057884646	0.0436681222707426	0.0436681222707426	0.5365853658536586	0.10130246020260515	0.7356321839080459	0.6557377049180327
response to extracellular stimulus	-0.04409769335142566	0.683137739345274	0.5359565807327007	-0.050436469447137804	0.5622866894197954	0.533424283765348	0.5692695214105788	0.5106757649130529	0.533424283765348	0.47731013402304306	0.20053715308863052	0.3655821917808216	-0.0946502057613167	-0.09683426443202948	0.21994134897360706	0.3623240707325878	0.3719392752203722	0.4376541518224171	0.41407485503426444	-0.05620753551575108	0.16552801093109534	-0.050436469447137804	-0.0787282361847089	-0.061483890038428364	-0.10941609679116304	0.4325590474331447	0.07524100634846048	0.1606886657101865	1.0	0.17626154939587763	0.303387650085763	0.45367412140575114	0.3918525703200779	0.41438356164383583	0.45367412140575114	-0.03710310381733791	-0.04409769335142566	-0.02934537246049549	0.030612244897960685	0.28188056949708074	0.2812803103782735	0.3623240707325878	0.24414558450108165	0.28188056949708074	-0.09156944750165077	0.23974008207934328	-0.050436469447137804	-0.04409769335142566	-0.0946502057613167	0.28883343730505306	0.42692699985429083	0.20692115590438853	0.9104243059193288	-0.061483890038428364	-0.0707868227606848	0.3530385433908726	0.12755102040816302	0.1683007797421448	0.29599915549456357	-0.02934537246049549	0.2279909706546284	0.32142857142857123	-0.03710310381733791	0.4806378132118455	0.14070351758793884	0.07191316146540146	0.11292073832790445	0.17626154939587763	-0.12358450999580568	-0.0677320351359932	-0.08227848101265976	0.06275691970402854	0.09932279909706633	0.20692115590438853	0.4985337243401757	0.4828903390100266	0.5502367175170957	0.25720164609053453	0.34373435674954156	0.3796856106408705	-0.08867667121418789	0.1845954901802314	0.28188056949708074	0.41438356164383583	-0.02934537246049549	0.5917555307973894	0.09932279909706633	0.049413218035823984	0.35665914221218986	-0.02934537246049549	0.26857654431513	0.5775169857936996	0.11292073832790445	0.3110094740280954
gene expression	-0.05784526391901659	0.11087113030957546	0.07953723788864764	0.09523809523809536	0.263565891472868	0.2335456475583867	0.3521224773834379	0.24858757062146908	0.2335456475583867	0.21843971631205672	0.6771241830065359	0.44308111792774363	0.026613439787092467	0.14486638537271462	0.12146307798481697	0.6184738955823292	0.6049631120053653	0.5227427019687714	0.5503718728870858	-0.08063354931605472	-0.09103641456582647	-0.014430014430014291	-0.08262108262108288	-0.03735632183908063	0.12916666666666643	0.2549019607843138	-0.07801418439716287	0.6666666666666666	0.17626154939587763	1.0	0.7115511551155115	0.4526748971193415	0.09523809523809536	0.44308111792774363	0.4526748971193415	0.06376811594202891	-0.05784526391901659	-0.03485838779956447	-0.07598566308243761	0.5262467191601048	0.012987012987013121	0.5930388219544847	0.6303501945525292	0.5262467191601048	-0.1271186440677964	0.11781011781011769	-0.06926406926406911	-0.05784526391901659	-0.30206254158349966	0.6627218934911241	0.42896174863387987	0.06376811594202891	0.1456102783725909	-0.09195402298850593	0.15736766809728187	0.6319305277221111	0.03297491039426493	0.6893081761006287	0.549407114624506	-0.03485838779956447	0.047930283224400946	0.0602150537634408	-0.018840579710145272	0.3228511530398322	0.12643678160919525	0.07953723788864764	0.44084084084084074	0.7121212121212122	0.017687074829932047	-0.2533566841798016	-0.03980099502487576	-0.19959266802443998	0.047930283224400946	0.008695652173912962	0.40993788819875787	0.39807162534435236	0.3666666666666667	0.25415834996673314	0.21161825726141079	0.4078590785907857	-0.08917197452229264	0.4702154626108999	0.6509186351706037	0.41717791411042937	0.047930283224400946	0.2148760330578512	0.047930283224400946	0.02879769618430524	0.047930283224400946	0.047930283224400946	0.5032679738562092	0.11087113030957546	0.44084084084084074	0.6984126984126984
regulation of gene expression	-0.05603842634949711	0.1921259842519684	0.1395242451967064	-0.027900646478394374	0.43118503118503126	0.3863204559848003	0.557963809902565	0.40892426940400106	0.3863204559848003	0.3633655994043188	0.5697589481373265	0.6512791991101223	-0.20216049382716048	-0.005571030640668808	0.10782608695652163	0.8954128440366972	0.8797045374604291	0.7810499359795132	0.8148014440433213	-0.0771653543307087	-0.060168716332960365	-0.027900646478394374	-0.05316045380875198	-0.01115697869017043	-0.06336985490079979	0.3917064742351864	-0.07318370386129104	0.6439290586630285	0.303387650085763	0.7115511551155115	1.0	0.6925915413000283	0.16604287172507654	0.6512791991101223	0.6925915413000283	0.11255910506285295	-0.05603842634949711	-0.03419399860432677	-0.09760956175298821	0.7612320328542094	0.049676760802993894	0.8655307994757537	0.8779830333782607	0.7612320328542094	-0.09259453231381604	0.09506076048608361	-0.0666893501190881	-0.05603842634949711	-0.2608024691358023	0.9434804164600893	0.6648623425104992	0.11255910506285295	0.25506425615334355	-0.087470712930938	0.005049950598309515	0.881229380100712	0.09163346613545868	0.664973514258762	0.7867653171502202	-0.03419399860432677	0.0851360781577109	0.12948207171314727	-0.005766347595433666	0.516949152542373	0.21778422403213227	0.1395242451967064	0.4302191464821223	0.6864686468646863	-0.14934168124482072	-0.32526529152259437	-0.06325042881646695	-0.15730748125114302	0.0851360781577109	0.03367546995732879	0.6365217391304345	0.6226614218555115	0.5780278353568256	0.3549382716049384	0.3177970224773767	0.6116107931316435	-0.08296390120329336	0.7084290903699311	0.9297741273100615	0.6512791991101223	-0.03419399860432677	0.39297706994147547	0.0851360781577109	-2.2497187851522405E-4	0.0851360781577109	0.0851360781577109	0.7363038714390066	0.1921259842519684	0.4302191464821223	0.9856096945215853
positive regulation of macromolecule biosynthetic process	-0.052770448548811924	0.27628237684103635	0.2480211081794197	-0.062111801242236586	0.6344591705857204	0.5721854304635764	0.7551737602499021	0.6533449174630755	0.5721854304635764	0.5906642728904847	0.4158576051779935	0.6305015353121801	-0.09777777777777782	0.04040404040404003	0.22148394241417516	0.6856617647058821	0.6997211031918192	0.6775374376039933	0.6852874309840858	-0.07110208227526608	-0.02367346938775472	-0.00310559006211177	-0.11142061281337041	-0.07976071784646019	-0.009237875288683514	0.48816326530612264	-0.07450628366247711	0.42016806722689076	0.45367412140575114	0.4526748971193415	0.6925915413000283	1.0	0.23291925465838498	0.9416581371545546	1.0	0.2023681377825616	-0.052770448548811924	-0.03294892915980136	-0.08810572687224634	0.5608145294441388	0.055900621118011924	0.6856617647058821	0.5860995850622408	0.5608145294441388	-0.13900955690703765	0.19962049335863383	-0.062111801242236586	-0.052770448548811924	-0.1315555555555552	0.6672226855713094	0.9606081548030407	0.2023681377825616	0.3807274444969293	-0.07976071784646019	0.06826923076923143	0.6719176007270523	0.02349486049926608	0.4361510791366907	0.5837078651685393	-0.03294892915980136	0.15485996705107105	0.19089574155653438	0.01829924650161485	0.6562123039806996	0.2043868394815561	0.06754617414248083	0.2680067001675042	0.4526748971193415	-0.0754716981132073	-0.1944677284157586	-0.01460520310360518	-0.08119800332778682	0.15485996705107105	0.07965554359526339	0.9368770764119599	0.9169701383831027	0.8683602771362586	0.3751111111111112	0.4026946107784431	0.8875739644970414	-0.1324503311258269	0.4697674418604651	0.654925701706109	0.9416581371545546	-0.03294892915980136	0.418790968681719	0.15485996705107105	-0.013204672422549572	0.09225700164744725	0.15485996705107105	0.5388349514563106	0.33417978669375303	0.2680067001675042	0.7056798623063684
regulation of cellular ketone metabolic process	-0.032948929159798884	0.4403927068723696	0.34266886326194584	-0.03636363636363601	0.22043443282381295	0.24802110817941977	0.30621396540679013	0.3294117647058823	0.24802110817941977	0.26383763837638363	0.11048689138576802	0.20946915351506426	-0.06600660066006575	-0.055555555555555	0.3248730964467008	0.20093457943925216	0.20675944333996057	0.24761037778789285	0.23273990447242743	-0.0392706872370257	0.105563480741797	-0.03636363636363601	-0.0490797546012265	-0.04177545691905866	-0.059479553903345125	0.2681883024251066	0.05350553505535065	0.08695652173913043	0.3918525703200779	0.09523809523809536	0.16604287172507654	0.23291925465838498	1.0	0.20946915351506426	0.23291925465838498	-0.02888086642599384	-0.032948929159798884	-0.023952095808380765	-0.043956043956042114	0.15364751452550007	0.3090909090909093	0.20093457943925216	0.13231850117096	0.15364751452550007	-0.05378151260504212	0.35032993401319773	-0.03636363636363601	-0.032948929159798884	-0.06600660066006575	0.15763546798029576	0.21687929342492673	0.5884476534296033	0.4454054054054052	-0.04177545691905866	-0.045871559633027935	0.19534528805799337	-0.043956043956042114	0.09099437148217619	0.16176470588235306	-0.023952095808380765	-0.023952095808380765	0.7912087912087911	-0.02888086642599384	0.1773195876288665	-0.04177545691905866	-0.032948929159798884	0.051529790660225526	0.09523809523809536	-0.06343283582089523	-0.07146186111542636	-0.050436469447137804	0.09194355939918063	0.6586826347305383	0.17689530685920654	0.2605752961082914	0.25082146768893815	0.2936802973977699	0.1430143014301429	0.20465116279069748	0.18933333333333344	-0.05277044854881111	0.0997038499506416	0.15364751452550007	0.20946915351506426	-0.023952095808380765	0.18838992332968252	-0.023952095808380765	0.12061711079943833	0.6586826347305383	-0.023952095808380765	0.14606741573033705	0.28050490883590506	0.051529790660225526	0.17047817047817038
positive regulation of macromolecule metabolic process	-0.05350194552529259	0.24929444967074343	0.22373540856031154	-0.06312769010043032	0.5856219709208399	0.5261845386533668	0.7029039463886817	0.6030315444489962	0.5261845386533668	0.5432307043441585	0.41050119331742246	0.5869565217391304	-0.08854166666666677	0.06929510155316587	0.19320594479830125	0.6427931960608775	0.6562123039806999	0.6329684481648422	0.6410579345088163	-0.07243650047036651	-0.03796977915536633	-0.008608321377331862	-0.06518904823989602	-0.02869042110134237	0.0154355016538036	0.44788841534289037	-0.08182201602699316	0.4100418410041839	0.41438356164383583	0.44308111792774363	0.6512791991101223	0.9416581371545546	0.20946915351506426	1.0	0.9416581371545546	0.18208807521029194	-0.05350194552529259	-0.033232628398791215	-0.09016393442623019	0.522561469873007	0.04591104734576764	0.6768128916741272	0.6356430580414217	0.522561469873007	-0.09750102417042222	0.1727140783744561	-0.008608321377331862	-0.05350194552529259	-0.12152777777777754	0.6268412438625205	0.9050316561146283	0.18208807521029194	0.345984112974404	-0.08144377602961578	0.054683998207081704	0.629651506202008	0.013661202185791735	0.4263028405278463	0.5447535114293585	-0.033232628398791215	0.13897280966767392	0.16939890710382544	0.06927263730826327	0.6077981651376145	0.18232299861175344	0.05739299610894874	0.25364758698092016	0.44308111792774363	-0.05796157603386524	-0.1967490687436505	0.023972602739726408	-0.1010946555054735	0.13897280966767392	0.06927263730826327	0.8789808917197448	0.9003844809507164	0.8114663726571112	0.37326388888888884	0.3668935865281262	0.9455587392550142	-0.08977556109725687	0.5130454860309399	0.6457714131315858	0.924901185770751	-0.033232628398791215	0.3823837818944424	0.13897280966767392	-0.018814675446848176	0.08157099697885226	0.13897280966767392	0.5011933174224344	0.30291627469426163	0.25364758698092016	0.6638584667228304
positive regulation of gene expression	-0.052770448548811924	0.27628237684103635	0.2480211081794197	-0.062111801242236586	0.6344591705857204	0.5721854304635764	0.7551737602499021	0.6533449174630755	0.5721854304635764	0.5906642728904847	0.4158576051779935	0.6305015353121801	-0.09777777777777782	0.04040404040404003	0.22148394241417516	0.6856617647058821	0.6997211031918192	0.6775374376039933	0.6852874309840858	-0.07110208227526608	-0.02367346938775472	-0.00310559006211177	-0.11142061281337041	-0.07976071784646019	-0.009237875288683514	0.48816326530612264	-0.07450628366247711	0.42016806722689076	0.45367412140575114	0.4526748971193415	0.6925915413000283	1.0	0.23291925465838498	0.9416581371545546	1.0	0.2023681377825616	-0.052770448548811924	-0.03294892915980136	-0.08810572687224634	0.5608145294441388	0.055900621118011924	0.6856617647058821	0.5860995850622408	0.5608145294441388	-0.13900955690703765	0.19962049335863383	-0.062111801242236586	-0.052770448548811924	-0.1315555555555552	0.6672226855713094	0.9606081548030407	0.2023681377825616	0.3807274444969293	-0.07976071784646019	0.06826923076923143	0.6719176007270523	0.02349486049926608	0.4361510791366907	0.5837078651685393	-0.03294892915980136	0.15485996705107105	0.19089574155653438	0.01829924650161485	0.6562123039806996	0.2043868394815561	0.06754617414248083	0.2680067001675042	0.4526748971193415	-0.0754716981132073	-0.1944677284157586	-0.01460520310360518	-0.08119800332778682	0.15485996705107105	0.07965554359526339	0.9368770764119599	0.9169701383831027	0.8683602771362586	0.3751111111111112	0.4026946107784431	0.8875739644970414	-0.1324503311258269	0.4697674418604651	0.654925701706109	0.9416581371545546	-0.03294892915980136	0.418790968681719	0.15485996705107105	-0.013204672422549572	0.09225700164744725	0.15485996705107105	0.5388349514563106	0.33417978669375303	0.2680067001675042	0.7056798623063684
positive regulation of mitochondrion organization	-0.026684456304203005	-0.030684931506851025	-0.026684456304203005	-0.02888086642599384	-0.039363241678725645	-0.03835091083413263	0.03564177757726239	0.06500607533414171	-0.03835091083413263	-0.0377612946729601	-0.009487666034155507	0.012864918357248411	0.12570145903479202	0.338308457711443	0.024778761061947926	7.968127490045509E-4	0.0019003664992533113	0.009704179057755653	0.006850335070736876	-0.030684931506851025	-0.04056795131845878	0.17689530685920654	-0.036363636363635155	-0.03219315895372127	0.25587467362924277	-0.04056795131845878	-0.0377612946729601	0.05813953488372093	-0.03710310381733791	0.06376811594202891	0.11255910506285295	0.2023681377825616	-0.02888086642599384	0.18208807521029194	0.2023681377825616	1.0	-0.026684456304203005	-0.020460358056263877	-0.03347280334727998	-0.008078602620087654	-0.02888086642599384	7.968127490045509E-4	0.08916946143223503	-0.008078602620087654	-0.03888213851761922	0.029838201302793684	-0.02888086642599384	-0.026684456304203005	0.040404040404040026	0.10670223407802616	0.1884745762711867	-0.023952095808382447	-0.03552684699233027	-0.03219315895372127	0.4088159031979263	-2.599766021054329E-4	-0.03347280334727998	0.060881845284795434	-0.0065655422232277156	-0.020460358056263877	0.2710997442455282	-0.03347280334727998	0.23203592814371074	-0.04090577063550104	-0.03219315895372127	-0.026684456304203005	0.03424291064740508	0.06376811594202891	0.17603597815611938	0.023058314890112647	0.20692115590438853	0.009704179057755653	-0.020460358056263877	-0.023952095808382447	0.024778761061947926	0.022484756097560486	0.032637075718014885	-0.0022446689113363675	-0.04225924420967152	0.1648351648351652	-0.03835091083413263	0.06680998842401203	0.10393013100436685	0.18208807521029194	-0.020460358056263877	0.022484756097560486	0.2710997442455282	0.15671232876712352	-0.020460358056263877	0.8542199488491068	-0.009487666034155507	-0.030684931506851025	0.03424291064740508	0.11565585331452743
proton-transporting two-sector ATPase complex	-0.030120481927712116	-0.03531786074672164	-0.030120481927712116	-0.032948929159798884	-0.047327394209355014	-0.045871559633028455	-0.05046072838964391	-0.04663363450888993	-0.045871559633028455	-0.04503055644901717	-0.056550424128180746	-0.05350194552529259	0.028888888888888232	-0.047961630695442244	-0.051903114186850695	-0.05513981882630915	-0.05498927038626682	-0.05392912172573159	-0.054315913094539786	-0.03531786074672164	-0.04907975460122741	-0.032948929159798884	0.3250807319698588	0.12225851609892503	-0.050858232676414934	-0.04907975460122741	-0.04503055644901717	-0.05805515239477503	-0.04409769335142566	-0.05784526391901659	-0.05603842634949711	-0.052770448548811924	-0.032948929159798884	-0.05350194552529259	-0.052770448548811924	-0.026684456304203005	1.0	0.7443946188340785	-0.039062500000001076	0.01777392435244413	-0.032948929159798884	-0.05513981882630915	-0.05690179534974966	0.01777392435244413	0.25240454677936347	-0.051229508196722125	0.9060955518945644	-0.030120481927712116	0.15555555555555567	-0.056254136333553875	-0.053271183619111505	-0.026684456304203005	-0.041888804265042906	-0.03733084461035961	-0.04056795131845601	-0.05528413473900729	-0.039062500000001076	-0.05795285456966088	0.020662549129702654	-0.022421524663678565	-0.022421524663678565	-0.039062500000001076	-0.026684456304203005	-0.04957507082153059	-0.03733084461035961	-0.030120481927712116	-0.018220793140407306	-0.0028922631959508037	0.05435297835361089	0.028910686628807428	0.1879240162822245	0.051463790446841566	-0.022421524663678565	-0.026684456304203005	-0.051903114186850695	-0.052209584187954954	-0.050858232676414934	-0.05555555555555627	-0.05157706804205424	-0.054127198917456494	0.2678899082568798	-0.057731958762886545	-0.056356345507748755	-0.05350194552529259	-0.022421524663678565	-0.052209584187954954	-0.022421524663678565	-0.03531786074672164	-0.022421524663678565	-0.022421524663678565	0.015080113100848447	-0.03531786074672164	-0.018220793140407306	-0.05592450192240485
