InitialGene	Selection	GeneType	GeneID	Symbol Name	Input Gene ID	Gene Aliases
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852423	TPS1	TPS1	[BYP1, CIF1, FDP1, GGS1, GLC6, TSS1, YBR126C]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	852454	ICS2	ICS2	[YBR157C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852469	SEC66	SEC66	[HSS1, KAR7, SEC71, YBR171W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	852493	AIM4	AIM4	[SOY1, YBR194W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852709	PMR1	PMR1	[BSD1, LDB1, SSC1, YGL167C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852714	SUT1	SUT1	[YGL162W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852736	HUL5	HUL5	[YGL141W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852737	YGL140C	YGL140C	[]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852742	RPL1B	RPL1B	[SSM2, YGL135W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852746	SNT2	SNT2	[YGL131C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852758	COQ8	COQ8	[ABC1, YGL119W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	852768	CUE3	CUE3	[RQT3, YGL110C]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	852770	YGL108C	YGL108C	[]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852774	VPS73	VPS73	[YGL104C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852816	MRH4	MRH4	[YGL064C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852845	OCH1	OCH1	[LDB12, NGD29, YGL038C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852871	PDR1	PDR1	[AMY1, ANT1, BOR2, CYH3, NRA2, SMR2, TIL1, TPE1, TPE3, YGL013C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852924	CAX4	CAX4	[CWH8, YGR036C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852926	ORM1	ORM1	[YGR038W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852931	KSS1	KSS1	[YGR040W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852953	COX18	COX18	[OXA2, YGR062C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852980	NNF2	NNF2	[YGR089W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	852998	VOA1	VOA1	[YGR106C]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	853014	YGR117C	YGR117C	[]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853053	CCM1	CCM1	[DMR1, RRG2, YGR150C]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	853139	AZR1	AZR1	[YGR224W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853142	DIE2	DIE2	[ALG10, YGR227W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853147	NAS6	NAS6	[YGR232W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853153	KEL2	KEL2	[YGR238C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853226	RCY1	RCY1	[YJL204C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853256	MNN11	MNN11	[YJL183W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853290	SNA3	SNA3	[YJL151C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853300	YAK1	YAK1	[YJL141C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853334	GZF3	GZF3	[DEH1, NIL2, YJL110C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853384	LAS21	LAS21	[GPI7, YJL062W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853408	MHP1	MHP1	[YJL042W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853472	YJR015W	YJR015W	[]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853609	MGM101	MGM101	[MGM9, YJR144W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853668	SAC1	SAC1	[RSD1, YKL212W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853782	VMA5	VMA5	[CSL5, VAT3, YKL080W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853803	MSN4	MSN4	[YKL062W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853854	PUT3	PUT3	[YKL015W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853870	VPS1	VPS1	[GRD1, LAM1, SPO15, VPL1, VPT26, YKR001C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853894	DBP7	DBP7	[YKR024C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	853974	BAS1	BAS1	[YKR099W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854075	REX4	REX4	[YOL080C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854097	YOL057W	YOL057W	[]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854099	THI20	THI20	[YOL055C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854108	GSH2	GSH2	[YOL049W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854118	RPP2A	RPP2A	[RPL44, RPLA2, YOL039W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854135	IFM1	IFM1	[YOL023W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854150	HTZ1	HTZ1	[HTA3, YOL012C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854151	PLB3	PLB3	[YOL011W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854156	TOP1	TOP1	[MAK1, MAK17, YOL006C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854280	AZF1	AZF1	[YOR113W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854282	TRS33	TRS33	[YOR115C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854333	YRR1	YRR1	[PDR2, YOR162C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854336	SEY1	SEY1	[YOR165W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854343	YRM1	YRM1	[YOR172W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854371	LIP5	LIP5	[YOR196C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854441	HRK1	HRK1	[YOR267C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854482	RRG7	RRG7	[YOR305W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854562	RDR1	RDR1	[YOR380W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854674	CSM2	CSM2	[YIL132C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854737	SPO22	SPO22	[YIL073C, ZIP4]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854743	YIL067C	YIL067C	[]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854771	APQ12	APQ12	[YIL040W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854841	DAL81	DAL81	[UGA35, YIR023W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854899	WAR1	WAR1	[YML076C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855005	YAP1	YAP1	[PAR1, PDR4, SNQ3, YML007W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855029	ERG5	ERG5	[CYP61, YMR015C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855108	YMR084W	YMR084W	[]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855184	NUP53	NUP53	[YMR153W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855218	CTL1	CTL1	[CTH1, YMR180C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855238	CIK1	CIK1	[YMR198W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855271	PEP5	PEP5	[END1, VAM1, VPL9, VPS11, VPT11, YMR231W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855272	FUS2	FUS2	[YMR232W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855277	BCH1	BCH1	[YMR237W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855282	YHM2	YHM2	[YMR241W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein-coding	855283	RPL20A	RPL20A	[RPL18A2, YMR242C]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	855311	TMA23	TMA23	[YMR268W-A, YMR269W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855315	SCS7	SCS7	[FAH1, YMR272C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855323	CAT8	CAT8	[DIL1, MSP8, YMR280C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855326	RIT1	RIT1	[YMR283C]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	855358	YMR310C	YMR310C	[]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855457	PDR17	PDR17	[ISS1, SFH4, YNL264C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855462	ATX1	ATX1	[YNL259C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855485	SIN4	SIN4	[BEL2, GAL22, MED16, RYE1, SDI3, SSF5, SSN4, SSX3, TSF3, YNL236W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855502	ALG9	ALG9	[YNL219C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855562	YGP1	YGP1	[YNL160W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855586	EAF7	EAF7	[YNL136W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	855589	FYV6	FYV6	[YNL133C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855640	END3	END3	[YNL084C]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	855660	AQR1	AQR1	[YNL065W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855669	POR1	POR1	[OMP2, YNL055C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855717	PBI2	PBI2	[LMA1, YNL015W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855812	COS10	COS10	[YNR075W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855828	GAL4	GAL4	[GAL81, YPL248C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856000	MSD1	MSD1	[LPG5, YPL104W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856002	ELP4	ELP4	[HAP1, KTI9, TOT7, YPL101W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856006	MGR2	MGR2	[YPL098C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856007	MSY1	MSY1	[YPL097W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856027	ATP4	ATP4	[LPF7, YPL078C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856030	GCR1	GCR1	[LPF10, SIT3, YPL075W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856040	VPS28	VPS28	[VPL13, VPT28, YPL065W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856053	LEE1	LEE1	[YPL054W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856062	VPS16	VPS16	[CVT15, SVL6, VAM9, VPT16, YPL045W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856135	YME1	YME1	[OSD1, YPR024W, YTA11]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856180	ISA2	ISA2	[YPR067W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	856193	YPR078C	YPR078C	[]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856279	TPO3	TPO3	[YPR156C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856289	GPH1	GPH1	[YPR160W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856292	TIF3	TIF3	[RBL3, STM1, YPR163C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856347	CBP2	CBP2	[YHL038C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856358	RIM101	RIM101	[RIM1, YHL027W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856401	RPL27A	RPL27A	[RPL27, YHR010W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856402	DIA4	DIA4	[YHR011W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856415	RPS27B	RPS27B	[YHR021C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856457	VMA22	VMA22	[CEV1, VPH6, YHR060W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856583	STB5	STB5	[YHR178W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856659	VMA8	VMA8	[YEL051W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856660	RML2	RML2	[YEL050C, uL2m]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856665	GLY1	GLY1	[YEL046C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856675	ANP1	ANP1	[GEM3, MNN8, YEL036C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856683	BUD16	BUD16	[YEL029C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856686	VMA3	VMA3	[CLS7, CUP5, GEF2, YEL027W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	856724	PAC2	PAC2	[YER007W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856748	CHO1	CHO1	[PSS1, YER026C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856801	RNR1	RNR1	[CRT7, RIR1, SDS12, YER070W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856832	SHC1	SHC1	[YER096W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856846	KAP123	KAP123	[YER110C, YRB4]
false	Cluster #1: Not functionally annotated IDs	protein_coding	YGL149W	-	YGL149W	[]
false	Cluster #1: Not functionally annotated IDs	protein_coding	YJL175W	-	YJL175W	[]
false	Cluster #1: Not functionally annotated IDs	protein_coding	YKL118W	-	YKL118W	[]
false	Cluster #1: Not functionally annotated IDs	protein_coding	YOL037C	-	YOL037C	[]
false	Cluster #1: Not functionally annotated IDs	protein_coding	YPR099C	-	YPR099C	[]
