InitialGene	Selection	GeneType	GeneID	Symbol Name	Input Gene ID	Gene Aliases
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854156	TOP1	TOP1	[MAK1, MAK17, YOL006C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854158	SIN3	SIN3	[CPE1, GAM2, RPD1, SDI1, SDS16, UME4, YOL004W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854208	WHI2	WHI2	[YOR043W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854333	YRR1	YRR1	[PDR2, YOR162C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854343	YRM1	YRM1	[YOR172W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	854441	HRK1	HRK1	[YOR267C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854562	RDR1	RDR1	[YOR380W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854737	SPO22	SPO22	[YIL073C, ZIP4]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	854795	VID28	VID28	[GID5, YIL017C, YIL017W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854841	DAL81	DAL81	[UGA35, YIR023W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854899	WAR1	WAR1	[YML076C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855005	YAP1	YAP1	[PAR1, PDR4, SNQ3, YML007W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855029	ERG5	ERG5	[CYP61, YMR015C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855277	BCH1	BCH1	[YMR237W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	855311	TMA23	TMA23	[YMR268W-A, YMR269W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855323	CAT8	CAT8	[DIL1, MSP8, YMR280C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855485	SIN4	SIN4	[BEL2, GAL22, MED16, RYE1, SDI3, SSF5, SSN4, SSX3, TSF3, YNL236W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855828	GAL4	GAL4	[GAL81, YPL248C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856062	VPS16	VPS16	[CVT15, SVL6, VAM9, VPT16, YPL045W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	856279	TPO3	TPO3	[YPR156C]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	856401	RPL27A	RPL27A	[RPL27, YHR010W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856583	STB5	STB5	[YHR178W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	856820	AIM10	AIM10	[YER087W]
false	Cluster #1: Not functionally annotated IDs	GENE	YLR358C	-	YLR358C	[]
false	Cluster #1: IDs not found!	-	-	-	BUD28	-
false	Cluster #1: IDs not found!	-	-	-	VFH1	-
