InitialGene	Selection	GeneType	GeneID	Symbol Name	Input Gene ID	Gene Aliases
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	854532	MNE1	MNE1	[YOR350C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854541	VTS1	VTS1	[YOR359W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854551	RPS12	RPS12	[YOR369C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854714	LYS12	LYS12	[LYS10, LYS11, YIL094C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854715	RSM25	RSM25	[YIL093C, mS23]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	854772	TED1	TED1	[YIL039W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854792	HIS6	HIS6	[YIL020C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854918	GTR1	GTR1	[YML121W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	854921	NGL3	NGL3	[YML118W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854939	RPS1B	RPS1B	[PLC2, RP10B, YML063W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855005	YAP1	YAP1	[PAR1, PDR4, SNQ3, YML007W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855053	MSN2	MSN2	[YMR037C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855143	ASC1	ASC1	[ASU9, CPC2, NAD1, YMR116C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855149	ADE17	ADE17	[YMR120C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855174	RPS16A	RPS16A	[YMR143W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855208	HOT1	HOT1	[YMR172W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855214	ECM5	ECM5	[YMR176W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855323	CAT8	CAT8	[DIL1, MSP8, YMR280C]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	855368	ADH6	ADH6	[ADHVI, YMR318C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855495	JJJ1	JJJ1	[YNL227C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855538	NPR1	NPR1	[YNL183C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855633	NST1	NST1	[YNL091W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855643	SWS2	SWS2	[YNL081C, uS13m]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	855677	YNL050C	YNL050C	[]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855704	CRZ1	CRZ1	[HAL8, TCN1, YNL027W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855731	DOM34	DOM34	[YNL001W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855769	SOL1	SOL1	[YNR034W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	855806	BSC5	BSC5	[BUL3, YNR069C]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	855832	HUT1	HUT1	[YPL244C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855893	RKM1	RKM1	[YPL208W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	855923	PPQ1	PPQ1	[SAL6, YPL179W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	855925	CBC2	CBC2	[CBP20, MUD13, SAE1, YPL178W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855984	DBP1	DBP1	[LPH8, YPL119C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856117	HAA1	HAA1	[YPR008W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	856243	YLH47	YLH47	[MRS7, YPR125W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	856280	TDA6	TDA6	[YPR157W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	856293	MMS1	SLM6	[RTT108, SLM6, YPR164W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	856345	ARN1	ARN1	[YHL040C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856352	RPL8A	RPL8A	[MAK7, YHL033C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856375	PRS3	PRS3	[YHL011C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856386	LAG1	LAG1	[YHL003C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856397	STP2	STP2	[YHR006W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856511	UBA4	UBA4	[YHR1, YHR111W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	856556	MTC6	MTC6	[YHR151C]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	856614	SET5	SET5	[YHR207C]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	856646	CAN1	CAN1	[YEL063C]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	856674	RAD23	RAD23	[YEL037C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856775	TPA1	TPA1	[YER049W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856824	TRP2	TRP2	[YER090W]
true	Cluster #1: Functionally annotated IDs passing criteria	pseudo	856845	FLO8	FLO8	[PHD5, STA10, YER108C, YER109C]
false	Cluster #1: Not functionally annotated IDs	protein-coding	852877	BRP1	BRP1	[YGL007W]
false	Cluster #1: Not functionally annotated IDs	protein_coding	YBR012C	-	YBR012C	[]
false	Cluster #1: Not functionally annotated IDs	protein_coding	YCL022C	-	YCL022C	[]
false	Cluster #1: Not functionally annotated IDs	protein_coding	YDL162C	-	YDL162C	[]
false	Cluster #1: Not functionally annotated IDs	protein_coding	YDR344C	-	YDR344C	[]
false	Cluster #1: Not functionally annotated IDs	protein_coding	YGR137W	-	YGR137W	[]
false	Cluster #1: Not functionally annotated IDs	protein_coding	YIL058W	-	YIL058W	[]
false	Cluster #1: Not functionally annotated IDs	protein_coding	YJR128W	-	YJR128W	[]
false	Cluster #1: Not functionally annotated IDs	protein_coding	YLR428C	-	YLR428C	[]
false	Cluster #1: Not functionally annotated IDs	protein_coding	YOR309C	-	YOR309C	[]
