NAME	ClusterOrigin	EntrezGeneID	Aliases	GeneType	Origin	Functions
RPS0A	Cluster#1	853128	[NAB1, NAB1A, YGR214W, YST1]	protein_coding	Initial Gene From Selection	small ribosomal subunit | cytoplasmic translation | cytosolic part
RPS11B	Cluster#1	852337	[YBR048W]	protein_coding	Initial Gene From Selection	small ribosomal subunit | cytoplasmic translation | cytosolic part
RPS12	Cluster#1	854551	[YOR369C]	protein_coding	Initial Gene From Selection	small ribosomal subunit | cytoplasmic translation | cytosolic part
RPS16A	Cluster#1	855174	[YMR143W]	protein_coding	Initial Gene From Selection	small ribosomal subunit | cytoplasmic translation | cytosolic part
RPS1B	Cluster#1	854939	[PLC2, RP10B, YML063W]	protein_coding	Initial Gene From Selection	small ribosomal subunit | cytoplasmic translation | cytosolic part
RSM25	Cluster#1	854715	[YIL093C, mS23]	protein_coding	Initial Gene From Selection	small ribosomal subunit | ribosome | translation
SOL1	Cluster#1	855769	[YNR034W]	protein_coding	Initial Gene From Selection	organonitrogen compound metabolic process
STP2	Cluster#1	856397	[YHR006W]	protein_coding	Initial Gene From Selection	transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding | core promoter proximal region sequence-specific DNA binding
SWS2	Cluster#1	855643	[YNL081C, uS13m]	protein_coding	Initial Gene From Selection	small ribosomal subunit | ribosome | translation
TPA1	Cluster#1	856775	[YER049W]	protein_coding	Initial Gene From Selection	translation | amide biosynthetic process | cellular amide metabolic process
TRP2	Cluster#1	856824	[YER090W]	protein_coding	Initial Gene From Selection	organonitrogen compound biosynthetic process | organonitrogen compound metabolic process
TRX2	Cluster#1	853123	[LMA1, YGR209C]	protein_coding	Initial Gene From Selection	cellular response to oxidative stress | cellular amide metabolic process | organonitrogen compound metabolic process
UAF30	Cluster#1	854470	[YOR295W]	protein_coding	Initial Gene From Selection	core promoter proximal region sequence-specific DNA binding
UBA4	Cluster#1	856511	[YHR1, YHR111W]	protein_coding	Initial Gene From Selection	cellular response to oxidative stress
VAM6	Cluster#1	851482	[CVT4, VPL18, VPL22, VPS39, YDL077C]	protein_coding	Initial Gene From Selection	positive regulation of TORC1 signaling | TORC1 signaling
VTS1	Cluster#1	854541	[YOR359W]	protein_coding	Initial Gene From Selection	translation | amide biosynthetic process | cellular amide metabolic process
WHI2	Cluster#1	854208	[YOR043W]	protein_coding	Initial Gene From Selection	response to salt stress
YAP1	Cluster#1	855005	[PAR1, PDR4, SNQ3, YML007W]	protein_coding	Initial Gene From Selection	response to reactive oxygen species | cellular response to oxidative stress
YPF1	Cluster#1	853761	[YKL100C]	protein_coding	Initial Gene From Selection	cellular amide metabolic process | organonitrogen compound metabolic process
