NAME	negative regulation of transcription from RNA polymerase II promoter	chromatin silencing at rDNA	response to reactive oxygen species	chromatin	nuclear chromatin	RNA polymerase II transcription factor activity, sequence-specific DNA binding	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	core promoter proximal region sequence-specific DNA binding	transcription factor activity, RNA polymerase II transcription factor binding	basal RNA polymerase II transcription machinery binding	RNA polymerase II transcription cofactor activity	transcriptional activator activity, RNA polymerase II transcription factor binding	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	DNA binding	transcription cofactor activity	histone deacetylase activity	endosome	alcohol metabolic process	regulation of DNA repair	mitotic recombination	chromatin organization	chromatin remodeling	chromatin silencing at telomere	regulation of transcription from RNA polymerase II promoter	transcription from RNA polymerase II promoter	cellular modified amino acid metabolic process	ergosterol biosynthetic process	glutathione metabolic process	regulation of nitrogen utilization	post-Golgi vesicle-mediated transport	Golgi to plasma membrane transport	response to oxidative stress	vacuolar transport	cell communication	response to nutrient	transcription factor binding	zinc ion binding	regulation of cell size	endosome membrane	response to organic substance	response to inorganic substance	response to metal ion	response to organonitrogen compound	regulation of gene expression	negative regulation of macromolecule biosynthetic process	regulation of cellular ketone metabolic process	positive regulation of macromolecule metabolic process	organophosphate ester transport	ATP transport	carbohydrate biosynthetic process	organic acid catabolic process	endosomal transport	gene silencing	cytosolic transport	covalent chromatin modification	histone ubiquitination	histone deacetylation	DNA-directed RNA polymerase II, holoenzyme	heterocycle biosynthetic process	regulation of lipid metabolic process	regulation of nucleobase-containing compound metabolic process	aromatic compound biosynthetic process	cytosolic ribosome	regulation of histone modification	regulation of cellular metabolic process	positive regulation of cellular metabolic process	regulation of cellular biosynthetic process	negative regulation of cellular biosynthetic process	positive regulation of cellular catabolic process	cytoplasmic vesicle	response to nutrient levels	cellular response to nutrient levels	regulation of chromatin silencing	positive regulation of cellular protein metabolic process	maintenance of protein location in cell	regulation of localization	cellular carbohydrate biosynthetic process	nucleobase-containing compound biosynthetic process	phosphatidylinositol binding	transcriptionally active chromatin	response to topologically incorrect protein	positive regulation of transcription from RNA polymerase II promoter in response to stress	regulation of carbohydrate biosynthetic process	sequence-specific DNA binding	regulation of transcription from RNA polymerase II promoter in response to stress	cellular amine metabolic process	cellular carbohydrate metabolic process	cellular nitrogen compound biosynthetic process	late endosome to vacuole transport	positive regulation of cellular amino acid metabolic process	positive regulation of transcription, DNA-templated	positive regulation of phosphate metabolic process	carbon catabolite regulation of transcription	alcohol biosynthetic process	transition metal ion binding	Golgi vesicle transport	positive regulation of cellular process	negative regulation of cellular process	regulation of response to stimulus	positive regulation of response to stimulus	positive regulation of transport	regulation of DNA metabolic process	regulation of nitrogen compound metabolic process	regulation of vesicle-mediated transport	transferase complex, transferring phosphorus-containing groups	core mediator complex	cellular response to chemical stimulus	cellular response to organic substance	monocarboxylic acid catabolic process	regulation of primary metabolic process	regulation of response to stress	response to alcohol	nucleic acid-templated transcription	organic cyclic compound biosynthetic process	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	response to oxygen-containing compound	regulation of chromatin organization	regulation of nucleic acid-templated transcription	negative regulation of nucleic acid-templated transcription	negative regulation of chromatin organization	sequence-specific double-stranded DNA binding	regulation of cellular macromolecule biosynthetic process
mitotic recombination	-0.087064676616916	0.18274111675127044	-0.05076142131979622	0.32452276064610913	0.4661508704061898	-0.09624197983501344	-0.08519003931848007	-0.08519003931848007	-0.07168458781362083	-0.04249291784702416	-0.04249291784702416	-0.04249291784702416	-0.08310249307479238	0.15715292459478483	-0.06302521008403374	-0.04249291784702416	-0.07812500000000043	-0.06769825918762132	-0.04249291784702416	1.0	0.3250564334085777	0.3655172413793101	0.4661508704061898	-0.05480984340044701	0.03715332286760863	-0.05747126436781579	-0.05076142131979622	-0.04249291784702416	-0.05747126436781579	-0.06769825918762132	-0.04249291784702416	-0.06769825918762132	-0.07512520868113451	-0.09717314487632497	-0.08076358296622604	-0.05747126436781579	0.0135440180586914	-0.04249291784702416	-0.06769825918762132	0.04432132963988961	-0.06302521008403374	-0.04249291784702416	-0.05747126436781579	0.07276302851524069	0.3091872791519437	-0.05747126436781579	-0.1032644903397738	-0.06302521008403374	-0.05747126436781579	-0.06769825918762132	-0.06302521008403374	-0.07168458781362083	0.49687499999999996	-0.05076142131979622	0.20937500000000017	0.41624365482233516	-0.04249291784702416	-0.05747126436781579	0.09210526315789468	-0.05076142131979622	0.1132530120481929	0.09210526315789468	-0.07168458781362083	-0.04249291784702416	0.08832399827660499	-0.1032644903397738	0.10009099181073713	0.28006589785831953	-0.05076142131979622	-0.087064676616916	-0.087064676616916	-0.08310249307479238	-0.05747126436781579	-0.06302521008403374	-0.04249291784702416	0.09318996415770615	-0.05747126436781579	0.10009099181073713	-0.05747126436781579	-0.04249291784702416	0.18274111675127044	-0.06302521008403374	-0.04249291784702416	-0.0029732408325073454	-0.07812500000000043	-0.05076142131979622	-0.07168458781362083	0.05675576711827168	-0.05747126436781579	-0.04249291784702416	-0.10159651669085625	-0.05076142131979622	-0.06302521008403374	-0.05747126436781579	0.0020661157024796017	-0.07512520868113451	-0.10510510510510519	0.24308152580403916	-0.08076358296622604	-0.05076142131979622	-0.04249291784702416	0.4229390681003583	0.10431154381084835	-0.05076142131979622	-0.07168458781362083	-0.04249291784702416	-0.0159010600706709	0.06562500000000095	-0.04249291784702416	0.08832399827660499	-0.06769825918762132	-0.04249291784702416	0.07276302851524069	0.08114856429463174	-0.06302521008403374	-0.06302521008403374	-0.06769825918762132	0.07276302851524069	0.2410632447296059	-0.05076142131979622	0.0135440180586914	0.1132530120481929
chromatin organization	0.2837370242214531	0.3551401869158879	0.03271028037383208	0.6979362101313322	0.465116279069767	0.0234260614934113	0.060390763765541894	0.060390763765541894	0.2459016393442619	0.2760290556900725	-0.05811138014527903	0.05326876513317187	-0.0912408759124088	0.1693648816936489	-0.004366812227073763	0.2760290556900725	-0.15444015444015402	0.07610993657505259	0.16464891041162164	0.3250564334085777	1.0	0.42889390519187387	0.562367864693446	0.2153518123667376	0.3214649033570702	0.0135440180586914	-0.07476635514018652	-0.05811138014527903	0.0135440180586914	-0.11839323467230459	-0.05811138014527903	-0.021141649048626008	-0.14314115308151143	-0.054441260744985516	0.007504690431519771	0.11738148984198649	-0.13486842105263083	-0.05811138014527903	-0.11839323467230459	0.16058394160583958	-0.004366812227073763	-0.05811138014527903	0.0135440180586914	0.3287937743190662	0.4727793696275072	0.0135440180586914	0.2545018007202883	-0.10480349344978165	-0.09029345372460475	-0.021141649048626008	-0.004366812227073763	-0.13114754098360631	0.7335907335907339	-0.07476635514018652	0.7335907335907339	0.3551401869158879	0.2760290556900725	0.11738148984198649	0.25939177101967814	0.14018691588785068	0.3163950143815917	0.25939177101967814	-0.13114754098360631	0.2760290556900725	0.2894969108561342	0.2545018007202883	0.28125000000000006	0.4313186813186813	0.03271028037383208	-0.19377162629757813	0.044982698961937746	0.07664233576642365	0.42889390519187387	0.19650655021834088	-0.05811138014527903	-0.03688524590163972	0.0135440180586914	0.28125000000000006	-0.09029345372460475	0.2760290556900725	0.03271028037383208	0.09606986899563309	0.05326876513317187	0.04900459418070453	0.023166023166023376	-0.07476635514018652	-0.03688524590163972	0.15744349181605616	-0.09029345372460475	-0.05811138014527903	0.24111675126903567	0.3551401869158879	-0.004366812227073763	0.0135440180586914	-0.15360501567398077	-0.14314115308151143	0.20156774916013467	0.43467011642949555	0.007504690431519771	-0.07476635514018652	-0.05811138014527903	0.3401639344262294	0.292637465051258	-0.07476635514018652	0.05737704918032749	-0.05811138014527903	0.011461318051576038	0.20077220077220087	0.05326876513317187	0.2894969108561342	0.07610993657505259	0.16464891041162164	0.3287937743190662	0.2287188306104901	0.09606986899563309	0.09606986899563309	0.562367864693446	0.3287937743190662	0.49487554904831593	0.3551401869158879	0.09210526315789481	0.3163950143815917
chromatin remodeling	-0.087064676616916	0.18274111675127044	0.18274111675127044	0.05433186490455216	0.11025145067698298	0.07241063244729619	0.15596330275229314	0.15596330275229314	-0.07168458781362083	-0.04249291784702416	-0.04249291784702416	-0.04249291784702416	0.04432132963988961	0.09231853417899942	-0.06302521008403374	-0.04249291784702416	-0.07812500000000043	-0.06769825918762132	-0.04249291784702416	0.3655172413793101	0.42889390519187387	1.0	0.11025145067698298	0.04809843400447458	0.08529565672422793	-0.05747126436781579	-0.05076142131979622	-0.04249291784702416	-0.05747126436781579	-0.06769825918762132	-0.04249291784702416	0.11025145067698298	-0.07512520868113451	-0.0159010600706709	-0.08076358296622604	-0.05747126436781579	-0.09029345372460475	-0.04249291784702416	-0.06769825918762132	0.04432132963988961	0.1302521008403368	-0.04249291784702416	-0.05747126436781579	0.11799410029498522	0.06537102473498234	-0.05747126436781579	0.019320453031312104	-0.06302521008403374	-0.05747126436781579	-0.06769825918762132	-0.06302521008403374	-0.07168458781362083	0.20937500000000017	-0.05076142131979622	0.06562500000000095	-0.05076142131979622	-0.04249291784702416	-0.05747126436781579	0.09210526315789468	-0.05076142131979622	0.1132530120481929	0.09210526315789468	-0.07168458781362083	-0.04249291784702416	0.08832399827660499	0.019320453031312104	0.10009099181073713	0.052718286655683434	-0.05076142131979622	-0.087064676616916	0.02736318407960197	0.04432132963988961	-0.05747126436781579	-0.06302521008403374	-0.04249291784702416	-0.07168458781362083	-0.05747126436781579	0.10009099181073713	-0.05747126436781579	-0.04249291784702416	-0.05076142131979622	0.1302521008403368	-0.04249291784702416	0.08820614469772013	0.06562500000000095	-0.05076142131979622	-0.07168458781362083	0.05675576711827168	-0.05747126436781579	-0.04249291784702416	0.031930333817126226	0.18274111675127044	-0.06302521008403374	-0.05747126436781579	-0.09297520661157042	-0.07512520868113451	0.005405405405405247	0.036649214659685944	-0.08076358296622604	-0.05076142131979622	-0.04249291784702416	0.09318996415770615	0.10431154381084835	-0.05076142131979622	-0.07168458781362083	-0.04249291784702416	-0.0159010600706709	0.06562500000000095	-0.04249291784702416	0.08832399827660499	-0.06769825918762132	0.21813031161473287	0.11799410029498522	0.08114856429463174	0.1302521008403368	0.1302521008403368	-0.06769825918762132	0.11799410029498522	0.07241063244729619	-0.05076142131979622	0.11738148984198649	0.1132530120481929
chromatin silencing at telomere	0.31105990783410087	0.5188284518828455	-0.05857740585774015	0.7549933422103863	0.6907563025210086	-0.04820333041191933	-0.10977080820265357	-0.10977080820265357	0.20189274447949565	0.3712984054669695	-0.04783599088838343	-0.04783599088838343	-0.10632911392405109	0.050240880935995026	-0.07553956834532317	0.3712984054669695	-0.09831460674157368	0.07226890756302572	0.3712984054669695	0.4661508704061898	0.562367864693446	0.11025145067698298	1.0	0.056541019955654	0.13794898490369567	0.11025145067698298	-0.05857740585774015	-0.04783599088838343	-0.06769825918762132	-0.0823529411764708	-0.04783599088838343	-0.0823529411764708	-0.09361069836552752	-0.1305084745762715	-0.1025299600532622	-0.06769825918762132	-0.021141649048626008	-0.04783599088838343	-0.0823529411764708	0.010126582278481112	-0.07553956834532317	-0.04783599088838343	-0.06769825918762132	0.16486751717369966	0.41525423728813554	-0.06769825918762132	0.0986283474853034	-0.07553956834532317	-0.06769825918762132	0.07226890756302572	-0.07553956834532317	-0.08832807570977932	0.8061797752808986	-0.05857740585774015	0.6769662921348313	0.7112970711297069	0.3712984054669695	0.28820116054158545	0.12940140845070422	0.13389121338912247	0.1584015406836784	0.12940140845070422	-0.08832807570977932	0.3712984054669695	0.1241886629164863	0.0986283474853034	0.14038286235186878	0.37837837837837845	-0.05857740585774015	-0.1129032258064519	-0.1129032258064519	-0.10632911392405109	0.6441005802707923	0.25539568345323765	-0.04783599088838343	0.056782334384859266	0.11025145067698298	0.14038286235186878	-0.06769825918762132	0.3712984054669695	0.13389121338912247	0.08992805755395801	0.1617312072892941	-0.03857008466603956	0.030898876404494357	-0.05857740585774015	0.056782334384859266	0.08034061458718988	-0.06769825918762132	-0.04783599088838343	0.12164073550212147	0.5188284518828455	-0.07553956834532317	0.11025145067698298	-0.03320312499999914	-0.09361069836552752	0.07291049199762874	0.33090909090909093	0.1424766977363515	-0.05857740585774015	-0.04783599088838343	0.4921135646687698	0.146171693735499	-0.05857740585774015	0.20189274447949565	-0.04783599088838343	-0.052542372881355416	0.030898876404494357	-0.04783599088838343	0.1241886629164863	0.22689075630252065	-0.04783599088838343	0.16486751717369966	0.11427375470908327	-0.07553956834532317	-0.07553956834532317	0.536134453781512	0.16486751717369966	0.4355828220858894	0.32635983263598334	-0.021141649048626008	0.1584015406836784
regulation of transcription from RNA polymerase II promoter	0.4064516129032259	0.12134831460674167	0.06966292134831474	0.12309368191721135	0.056541019955654	0.5918580375782883	0.3790496760259179	0.3790496760259179	0.2384105960264901	0.0914221218961625	0.0914221218961625	0.0914221218961625	0.3514099783080261	0.6050505050505051	0.12917594654788436	0.0914221218961625	-0.15754923413566765	0.005543237250554506	0.0914221218961625	-0.05480984340044701	0.2153518123667376	0.04809843400447458	0.056541019955654	1.0	0.9335260115606938	-0.05480984340044701	-0.03370786516853912	-0.06433408577878127	0.09955257270693514	-0.1474501108647453	-0.06433408577878127	0.10753880266075398	-0.13736263736263726	0.23492723492723497	0.22331154684095855	0.15100671140939623	0.41151385927505324	-0.012415349887133168	-0.09645232815964497	0.15184381778741857	0.07795100222717169	0.0395033860045144	0.09955257270693514	0.8685714285714284	0.3305613305613305	0.15100671140939623	0.7004008016032065	-0.024498886414253598	-0.0033557046979864774	-0.045454545454545775	0.12917594654788436	-0.11699779249448135	0.14442013129102832	-0.08539325842696603	0.09409190371991234	0.017977528089887805	0.0914221218961625	0.15100671140939623	0.7430167597765363	0.06966292134831474	0.8472485768500951	0.7430167597765363	-0.11699779249448135	0.0395033860045144	0.7226345083487942	0.7004008016032065	0.7842401500938084	0.2886597938144331	0.12134831460674167	-0.23655913978494605	0.3075268817204302	0.30151843817787405	0.15100671140939623	0.026726057906458794	-0.012415349887133168	-0.06622516556291402	-0.05480984340044701	0.7842401500938084	-0.1062639821029081	0.0914221218961625	0.017977528089887805	0.18040089086859679	0.0395033860045144	0.49157894736842095	0.2954048140043764	0.06966292134831474	-0.06622516556291402	0.5268336314847942	-0.05480984340044701	0.0914221218961625	0.7667342799188642	0.12134831460674167	0.12917594654788436	-0.0033557046979864774	0.3678646934460889	-0.18791208791208822	0.6143984220907298	0.2739307535641549	0.17320261437908493	0.06966292134831474	-0.012415349887133168	0.13686534216335539	0.8050847457627118	-0.08539325842696603	0.0860927152317879	0.0914221218961625	0.37837837837837857	0.19474835886214448	0.0395033860045144	0.7226345083487942	0.2095343680709533	0.0395033860045144	0.8685714285714284	0.6823204419889501	0.18040089086859679	0.07795100222717169	0.1585365853658535	0.8685714285714284	0.35177453027139866	0.12134831460674167	0.41151385927505324	0.8472485768500951
transcription from RNA polymerase II promoter	0.36503067484662577	0.10703043022035658	0.05876180482686237	0.1942297784647089	0.13794898490369567	0.5379206428930187	0.3398257303946693	0.3398257303946693	0.21183800623052945	0.08048395581273	0.08048395581273	0.08048395581273	0.314491264131552	0.6376169374692272	0.11169102296450936	0.08048395581273	-0.16425619834710742	-0.005726184279021338	0.08048395581273	0.03715332286760863	0.3214649033570702	0.08529565672422793	0.13794898490369567	0.9335260115606938	1.0	-0.05913134484563046	-0.03777544596012604	-0.06470278800631253	0.08529565672422793	-0.14940135346173886	-0.06470278800631253	0.09005726184279017	-0.14344899016053883	0.1933867735470943	0.1942297784647089	0.1334379905808477	0.415055951169888	-0.016307206733298364	-0.10150963040083309	0.17266187050359708	0.06367432150313129	0.03208837453971582	0.08529565672422793	0.9344729344729344	0.3777555110220441	0.1334379905808477	0.6393924546790789	-0.03235908141962441	-0.010989010989011156	-0.053617907339927336	0.11169102296450936	-0.12253374870197309	0.21590909090909088	-0.08604407135362024	0.21590909090909088	0.10703043022035658	0.08048395581273	0.1334379905808477	0.8061797752808989	0.05876180482686237	0.9128375177640929	0.8061797752808989	-0.12253374870197309	0.03208837453971582	0.7851471275105091	0.6393924546790789	0.8485418626528692	0.33499501495513473	0.10703043022035658	-0.24642126789366062	0.2709611451942741	0.2672147995889002	0.1334379905808477	0.01565762004175368	-0.016307206733298364	-0.026998961578400846	-0.05913134484563046	0.8485418626528692	-0.10727367870225024	0.08048395581273	0.05876180482686237	0.159707724425887	0.03208837453971582	0.4891468955073196	0.2634297520661159	0.05876180482686237	-0.07476635514018691	0.5801004107713371	-0.05913134484563046	0.08048395581273	0.7048371174728529	0.10703043022035658	0.11169102296450936	-0.010989010989011156	0.3714574898785426	-0.1910926980838947	0.5536147501213005	0.3171697179614053	0.14683153013910358	0.05876180482686237	-0.016307206733298364	0.16407061266874337	0.8698727015558697	-0.08604407135362024	0.06853582554517126	0.08048395581273	0.3777555110220441	0.21590909090909088	0.03208837453971582	0.7851471275105091	0.18584070796460167	0.03208837453971582	0.9344729344729344	0.7433751743375174	0.159707724425887	0.06367432150313129	0.13794898490369567	0.9344729344729344	0.3992968357609241	0.10703043022035658	0.415055951169888	0.9128375177640929
cellular modified amino acid metabolic process	0.02736318407960197	0.18274111675127044	-0.05076142131979622	0.05433186490455216	0.11025145067698298	-0.09624197983501344	-0.08519003931848007	-0.08519003931848007	-0.07168458781362083	-0.04249291784702416	-0.04249291784702416	-0.04249291784702416	-0.08310249307479238	-0.10218463706835808	0.1302521008403368	0.21813031161473287	-0.07812500000000043	0.11025145067698298	-0.04249291784702416	-0.05747126436781579	0.0135440180586914	-0.05747126436781579	0.11025145067698298	-0.05480984340044701	-0.05913134484563046	1.0	-0.05076142131979622	0.7393767705382442	0.15402298850574822	-0.06769825918762132	-0.04249291784702416	-0.06769825918762132	-0.07512520868113451	-0.09717314487632497	-0.08076358296622604	-0.05747126436781579	-0.09029345372460475	-0.04249291784702416	-0.06769825918762132	-0.08310249307479238	0.1302521008403368	0.21813031161473287	-0.05747126436781579	-0.06293018682399217	0.06537102473498234	-0.05747126436781579	-0.041972018654230524	-0.06302521008403374	-0.05747126436781579	0.11025145067698298	-0.06302521008403374	-0.07168458781362083	0.06562500000000095	-0.05076142131979622	0.06562500000000095	-0.05076142131979622	0.21813031161473287	-0.05747126436781579	0.011403508771929829	0.18274111675127044	-0.019759036144578333	0.011403508771929829	-0.07168458781362083	-0.04249291784702416	-0.030590262817750905	-0.041972018654230524	-0.025477707006369348	0.052718286655683434	-0.05076142131979622	-0.087064676616916	-0.087064676616916	-0.08310249307479238	0.15402298850574822	-0.06302521008403374	0.21813031161473287	0.09318996415770615	0.15402298850574822	-0.025477707006369348	-0.05747126436781579	-0.04249291784702416	-0.05076142131979622	0.1302521008403368	0.21813031161473287	-0.0941526263627357	0.06562500000000095	-0.05076142131979622	0.09318996415770615	0.05675576711827168	-0.05747126436781579	-0.04249291784702416	-0.034833091436864666	0.18274111675127044	-0.06302521008403374	0.15402298850574822	-0.09297520661157042	-0.07512520868113451	-0.04984984984984969	0.036649214659685944	-0.08076358296622604	-0.05076142131979622	-0.04249291784702416	0.09318996415770615	-0.023643949930459034	-0.05076142131979622	-0.07168458781362083	-0.04249291784702416	-0.09717314487632497	-0.07812500000000043	-0.04249291784702416	-0.030590262817750905	-0.06769825918762132	-0.04249291784702416	-0.017699115044247725	0.004577611319184347	-0.06302521008403374	-0.06302521008403374	0.11025145067698298	-0.017699115044247725	0.07241063244729619	0.18274111675127044	-0.09029345372460475	-0.06409638554216866
ergosterol biosynthetic process	-0.07253886010362638	-0.045454545454544484	-0.045454545454544484	-0.06811145510835907	-0.05857740585774015	0.007504690431519771	0.054794520547945105	0.054794520547945105	-0.06153846153846215	-0.03870967741935365	-0.03870967741935365	-0.03870967741935365	0.063953488372093	-0.017118402282453465	-0.05504587155963243	-0.03870967741935365	-0.06622516556291458	0.7112970711297069	-0.03870967741935365	-0.05076142131979622	-0.07476635514018652	-0.05076142131979622	-0.05857740585774015	-0.03370786516853912	-0.03777544596012604	-0.05076142131979622	1.0	-0.03870967741935365	-0.05076142131979622	-0.05857740585774015	-0.03870967741935365	-0.05857740585774015	-0.06405693950177914	-0.07942238267148004	-0.06811145510835907	-0.05076142131979622	0.03271028037383208	-0.03870967741935365	-0.05857740585774015	-0.0697674418604651	-0.05504587155963243	-0.03870967741935365	-0.05076142131979622	-0.04133858267716528	-0.07942238267148004	-0.05076142131979622	-0.021534320323014697	-0.05504587155963243	-0.05076142131979622	-0.05857740585774015	-0.05504587155963243	-0.06153846153846215	-0.06622516556291458	-0.045454545454544484	-0.06622516556291458	-0.045454545454544484	-0.03870967741935365	-0.05076142131979622	-0.047285464098073604	0.21590909090909055	-0.04243008678881396	-0.047285464098073604	-0.06153846153846215	-0.03870967741935365	-0.04815133276010324	-0.021534320323014697	-0.045454545454545456	-0.08053691275167782	-0.045454545454544484	-0.07253886010362638	0.04663212435233203	-0.0697674418604651	-0.05076142131979622	-0.05504587155963243	-0.03870967741935365	0.11538461538461482	-0.05076142131979622	-0.045454545454545456	-0.05076142131979622	-0.03870967741935365	-0.045454545454544484	-0.05504587155963243	-0.03870967741935365	0.01629327902240295	-0.06622516556291458	-0.045454545454544484	-0.06153846153846215	-0.05535324107793155	-0.05076142131979622	-0.03870967741935365	-0.014705882352941319	-0.045454545454544484	-0.05504587155963243	0.8832487309644665	0.21702127659574474	-0.06405693950177914	-0.02902055622732769	-0.08194233687405127	0.07430340557275542	0.21590909090909055	0.2580645161290333	-0.06153846153846215	-0.04448563484708062	-0.045454545454544484	-0.06153846153846215	-0.03870967741935365	0.0036101083032491327	-0.06622516556291458	-0.03870967741935365	-0.04815133276010324	0.13389121338912247	-0.03870967741935365	-0.04133858267716528	0.06473029045643147	-0.05504587155963243	-0.05504587155963243	-0.05857740585774015	-0.04133858267716528	-0.07879924953095718	-0.045454545454544484	0.03271028037383208	-0.04243008678881396
glutathione metabolic process	-0.05675675675675631	-0.03870967741935365	-0.03870967741935365	-0.054009819967266705	-0.04783599088838343	-0.06051873198847262	-0.055954088952653906	-0.055954088952653906	-0.04979253112033348	-0.03370786516854014	-0.03370786516854014	-0.03370786516854014	-0.0550458715596336	-0.06281588447653484	0.18686868686868685	-0.03370786516854014	-0.05281690140845169	-0.04783599088838343	-0.03370786516854014	-0.04249291784702416	-0.05811138014527903	-0.04249291784702416	-0.04783599088838343	-0.06433408577878127	-0.06470278800631253	0.7393767705382442	-0.03870967741935365	1.0	0.21813031161473287	-0.04783599088838343	-0.03370786516854014	-0.04783599088838343	-0.0514285714285717	-0.06088560885608895	-0.054009819967266705	-0.04249291784702416	-0.05811138014527903	-0.03370786516854014	-0.04783599088838343	-0.0550458715596336	0.18686868686868685	0.31086142322097565	-0.04249291784702416	-0.06502463054187196	0.02398523985239896	-0.04249291784702416	-0.06322229775662853	-0.04545454545454653	-0.04249291784702416	-0.04783599088838343	-0.04545454545454653	-0.04979253112033348	-0.05281690140845169	-0.03870967741935365	-0.05281690140845169	-0.03870967741935365	-0.03370786516854014	-0.04249291784702416	-0.02534965034965049	-0.03870967741935365	-0.02074288470815258	-0.02534965034965049	-0.04979253112033348	-0.03370786516854014	-0.026169026169026166	-0.06322229775662853	-0.023614895549500466	0.01709401709401765	-0.03870967741935365	-0.05675675675675631	-0.05675675675675631	-0.0550458715596336	-0.04249291784702416	-0.04545454545454653	0.31086142322097565	0.1410788381742742	-0.04249291784702416	-0.023614895549500466	-0.04249291784702416	-0.03370786516854014	-0.03870967741935365	-0.04545454545454653	-0.03370786516854014	-0.059685863874346295	-0.05281690140845169	-0.03870967741935365	-0.04979253112033348	0.03368344802607737	-0.04249291784702416	-0.03370786516854014	-0.06259314456035793	-0.03870967741935365	-0.04545454545454653	-0.04249291784702416	-0.059210526315789797	-0.0514285714285717	-0.06390748630553877	0.008468052347959961	-0.054009819967266705	-0.03870967741935365	-0.03370786516854014	-0.04979253112033348	-0.022695692450208485	-0.03870967741935365	-0.04979253112033348	-0.03370786516854014	-0.06088560885608895	-0.05281690140845169	-0.03370786516854014	-0.026169026169026166	-0.04783599088838343	-0.03370786516854014	-0.019704433497536904	-0.02772031443938759	-0.04545454545454653	-0.04545454545454653	-0.04783599088838343	-0.019704433497536904	0.027857829010567138	-0.03870967741935365	-0.05811138014527903	-0.06512301013024614
regulation of nitrogen utilization	0.14179104477611876	-0.05076142131979622	-0.05076142131979622	0.1894273127753303	0.11025145067698298	0.15673693858845142	-0.08519003931848007	0.035386631716907126	0.4229390681003583	-0.04249291784702416	0.21813031161473287	0.4787535410764872	0.04432132963988961	0.09231853417899942	0.3235294117647056	-0.04249291784702416	-0.07812500000000043	-0.06769825918762132	-0.04249291784702416	-0.05747126436781579	0.0135440180586914	-0.05747126436781579	-0.06769825918762132	0.09955257270693514	0.08529565672422793	0.15402298850574822	-0.05076142131979622	0.21813031161473287	1.0	-0.06769825918762132	-0.04249291784702416	-0.06769825918762132	-0.07512520868113451	0.22791519434628965	0.4596182085168866	0.15402298850574822	0.11738148984198649	-0.04249291784702416	-0.06769825918762132	0.4265927977839333	0.1302521008403368	0.21813031161473287	0.7885057471264366	0.07276302851524069	0.14664310954063633	0.15402298850574822	0.14190539640239802	-0.06302521008403374	-0.05747126436781579	-0.06769825918762132	0.1302521008403368	-0.07168458781362083	-0.07812500000000043	-0.05076142131979622	-0.07812500000000043	-0.05076142131979622	-0.04249291784702416	-0.05747126436781579	0.09210526315789468	-0.05076142131979622	0.1132530120481929	0.09210526315789468	-0.07168458781362083	-0.04249291784702416	0.08832399827660499	0.14190539640239802	0.10009099181073713	0.12850082372322905	0.18274111675127044	-0.087064676616916	0.37064676616915376	0.4265927977839333	-0.05747126436781579	-0.06302521008403374	0.4787535410764872	0.09318996415770615	-0.05747126436781579	0.10009099181073713	-0.05747126436781579	0.21813031161473287	-0.05076142131979622	-0.06302521008403374	-0.04249291784702416	0.08820614469772013	-0.07812500000000043	0.18274111675127044	-0.07168458781362083	0.05675576711827168	-0.05747126436781579	0.21813031161473287	0.16545718432510875	-0.05076142131979622	-0.06302521008403374	-0.05747126436781579	0.09710743801652866	-0.07512520868113451	0.11591591591591571	0.17427075542258785	0.05433186490455216	0.18274111675127044	-0.04249291784702416	-0.07168458781362083	0.10431154381084835	-0.05076142131979622	-0.07168458781362083	-0.04249291784702416	0.22791519434628965	0.49687499999999996	-0.04249291784702416	0.08832399827660499	0.11025145067698298	-0.04249291784702416	0.11799410029498522	0.08114856429463174	-0.06302521008403374	-0.06302521008403374	0.11025145067698298	0.11799410029498522	0.15673693858845142	0.18274111675127044	0.11738148984198649	0.06891566265060234
