InitialGene	Selection	GeneType	GeneID	Symbol Name	Input Gene ID	Gene Aliases
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854737	SPO22	SPO22	[YIL073C, ZIP4]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854841	DAL81	DAL81	[UGA35, YIR023W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854899	WAR1	WAR1	[YML076C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854941	PIF1	PIF1	[TST1, YML061C]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	854957	GSF2	GSF2	[ECM6, YML048W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	854986	APT1	APT1	[YML022W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855005	YAP1	YAP1	[PAR1, PDR4, SNQ3, YML007W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855029	ERG5	ERG5	[CYP61, YMR015C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855173	RPL13B	RPL13B	[YMR142C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855174	RPS16A	RPS16A	[YMR143W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	855186	RIM13	RIM13	[CPL1, YMR154C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855277	BCH1	BCH1	[YMR237W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	855311	TMA23	TMA23	[YMR268W-A, YMR269W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855323	CAT8	CAT8	[DIL1, MSP8, YMR280C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855393	LEM3	LEM3	[BRE3, ROS3, YNL323W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855447	GOR1	GOR1	[YNL274C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855464	SIP3	SIP3	[LAM3, YNL257C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855475	VPS75	VPS75	[YNL246W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855480	ZWF1	ZWF1	[MET19, POS10, YNL241C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855485	SIN4	SIN4	[BEL2, GAL22, MED16, RYE1, SDI3, SSF5, SSN4, SSX3, TSF3, YNL236W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855492	URE2	URE2	[YNL229C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	855828	GAL4	GAL4	[GAL81, YPL248C]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	855888	LEA1	LEA1	[YPL213W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	855908	RSA1	RSA1	[YPL193W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856021	BRO1	BRO1	[ASI6, LPF2, NPI3, VPS31, YPL084W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856062	VPS16	VPS16	[CVT15, SVL6, VAM9, VPT16, YPL045W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856183	MED1	MED1	[YPR070W]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	856263	KAR3	KAR3	[OSR11, YPR141C]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	856279	TPO3	TPO3	[YPR156C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856375	PRS3	PRS3	[YHL011C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856401	RPL27A	RPL27A	[RPL27, YHR010W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856544	RPL42B	RPL42B	[MAK18, YHR141C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856583	STB5	STB5	[YHR178W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856613	SKN7	SKN7	[BRY1, POS9, YHR206W]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856709	GCN4	GCN4	[AAS101, AAS3, ARG9, YEL009C]
false	Cluster #1: Functionally annotated IDs not passing criteria	protein_coding	856735	BUD25	BUD25	[YER014C-A]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856817	GET2	GET2	[HUR2, RMD7, YER083C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856867	COM2	COM2	[YER130C]
true	Cluster #1: Functionally annotated IDs passing criteria	protein_coding	856899	BEM2	BEM2	[IPL2, SUP9, TSL1, YER155C]
false	Cluster #1: IDs not found!	-	-	-	VPS61	-
false	Cluster #1: IDs not found!	-	-	-	VPS65	-
